요양기관명,종별코드명,시도코드명,시군구코드명,읍면동,우편번호,주소,전화번호
남매약국,약국,서울,중랑구,면목동,2155,"서울특별시 중랑구 면목로 456, 한성빌딩 3층 (면목동)",02-496-9053
고덕약국,약국,서울,강남구,역삼동,6131,"서울특별시 강남구 논현로 511, 3층 (역삼동, YandC빌딩)",070-8830-6010
메디팜하나약국,약국,서울,종로구,종로6가,3124,"서울특별시 종로구 종로41길 4, (종로6가)",02-763-3237
해성약국,약국,서울,강남구,역삼동,6241,"서울특별시 강남구 강남대로 372, 5층 일부호 (역삼동)",02-501-7712
개롱약국,약국,서울,송파구,신천동,5510,"서울특별시 송파구 송파대로 570, 2층 (신천동)",02-425-0730
서리풀약국,약국,서울,서초구,잠원동,6510,"서울특별시 서초구 잠원로3길 40, 태남홀딩스 1층 103-2호 (잠원동)",02-3476-7582
송파프라자약국,약국,서울,강북구,미아동,1220,"서울특별시 강북구 도봉로 40, (미아동)",02-983-2426
양생약국,약국,서울,강북구,미아동,1220,"서울특별시 강북구 도봉로 34, (미아동, 트레지오상가 1층)",02-945-7765
동의삼성약국,약국,서울,성북구,길음동,2727,"서울특별시 성북구 숭인로 50, 상가동 2302호 (길음동, 래미안길음센터피스)",02-981-9993
윤호약국,약국,서울,마포구,도화동,4173,"서울특별시 마포구 삼개로 24, 101호 (도화동, 용현빌딩)",02-715-6338
신우약국,약국,서울,중랑구,면목동,2249,"서울특별시 중랑구 면목로 310, 3층 (면목동)",02-432-7709
희래약국,약국,서울,노원구,상계동,1620,"서울특별시 노원구 동일로 1529, 303호 (상계동)",02-931-9267
영창당약국,약국,서울,은평구,응암동,3464,"서울특별시 은평구 응암로 328, (응암동)",02-383-4613
은나라약국,약국,서울,양천구,목동,7961,"서울특별시 양천구 목동중앙로 71, 2층 (목동)",02-2653-3698
우리재약국,약국,서울,송파구,풍납동,5519,"서울특별시 송파구 바람드리길 62, (풍납동)",02-476-2106
성환약국,약국,서울,영등포구,여의도동,7340,"서울특별시 영등포구 여의대방로 417, 대교상가 1층 110호 (여의도동)",02-3775-1333
선우약국,약국,서울,강남구,수서동,6349,"서울특별시 강남구 밤고개로1길 10, 117-2호 (수서동, 수서현대벤쳐빌)",02-3411-3388
제안약국,약국,서울,강남구,수서동,6349,"서울특별시 강남구 밤고개로1길 10, 2층 219호 (수서동, 수서현대벤쳐빌)",2040-7933
메디팜대원약국,약국,서울,성동구,성수동2가,4775,"서울특별시 성동구 뚝섬로 388, (성수동2가)",02-6014-9641
경하프라자약국,약국,서울,영등포구,신길동,7392,"서울특별시 영등포구 신풍로 113, (신길동,시원빌딩 103호)",02-831-6687
신사새서울약국,약국,서울,동작구,노량진동,6922,"서울특별시 동작구 노량진로 152, . 1층 (노량진동)",02-811-7723
목동즐거운약국,약국,서울,구로구,구로동,8311,"서울특별시 구로구 구로동로26길 37, 1층 (구로동)",02-854-1385
이정약국,약국,서울,강서구,화곡동,7658,"서울특별시 강서구 화곡로 324, (화곡동)",02-2692-4047
메디팜삼보약국,약국,서울,노원구,상계동,1631,"서울특별시 노원구 동일로230가길 15, 103호 (상계동, 우방아파트상가)",939-9831
우진약국,약국,서울,동대문구,장안동,2629,"서울특별시 동대문구 천호대로79길 66, (장안동)",02-2244-1437
다산온누리약국,약국,서울,영등포구,문래동3가,7297,"서울특별시 영등포구 당산로 34, 로데오 ？ 쇼핑몰 1층 (문래동3가)",02-2671-8231
연도약국,약국,서울,성북구,길음동,2720,"서울특별시 성북구 길음로 33, 상가A동 지하1층 2호 (길음동, 길음뉴타운)",02-3292-1734
메디팜경약국,약국,서울,은평구,녹번동,3375,"서울특별시 은평구 진흥로 196, (녹번동)",02-549-3003
새목동약국,약국,서울,마포구,동교동,3993,"서울특별시 마포구 동교로27길 8, 호성빌딩 1층 (동교동)",02-332-3909
수락100세약국,약국,서울,송파구,풍납동,5535,"서울특별시 송파구 토성로 18, 1층, 지층 (풍납동)",02-477-8205
상마약국,약국,서울,강동구,천호동,5330,"서울특별시 강동구 구천면로 250, (천호동)",02-470-5990
메디팜 동양약국,약국,서울,강남구,논현동,6109,"서울특별시 강남구 봉은사로 211, 1층 (논현동, 그림바우빌딩)",02-549-1210
메디팜장약국,약국,서울,강남구,도곡동,6267,"서울특별시 강남구 남부순환로 2609, 1층 (도곡동, 하늘빌딩)",02-562-9972
강변그랜드약국,약국,서울,서초구,잠원동,6515,"서울특별시 서초구 나루터로 37, 신사쇼핑센터 1층 114호 (잠원동)",02-536-3174
동의림생약국,약국,서울,중구,신당동,4583,"서울특별시 중구 퇴계로88길 42, (신당동)",02-2253-2355
진생약국,약국,서울,강서구,마곡동,7599,"서울특별시 강서구 방화대로 294, 마곡더블유타워 114, 115호 (마곡동)",02-2661-8171
소중한약국,약국,서울,강남구,대치동,6278,"서울특별시 강남구 도곡로 408, 410호 (대치동, 디마크 빌딩)",02-555-1150
셀메드새롬약국,약국,서울,강남구,역삼동,6132,"서울특별시 강남구 논현로 509, 1층 (역삼동)",02-552-8284
수유온누리약국,약국,서울,강서구,공항동,7619,"서울특별시 강서구 방화동로 10, (공항동)",02-2661-4889
경남약국,약국,서울,성동구,응봉동,4741,"서울특별시 성동구 독서당로 384, 중앙노인정 102호 (응봉동)",02-2292-0217
동일프라자약국,약국,서울,성동구,금호동3가,4730,"서울특별시 성동구 독서당로 295, 1층 (금호동3가)",02-2237-5875
치료의빛셀메드약국,약국,서울,성동구,금호동4가,4737,"서울특별시 성동구 독서당로 302, 3층 (금호동4가)",02-2299-0104
천수약국,약국,서울,성동구,옥수동,4735,"서울특별시 성동구 독서당로 220, 102호 (옥수동)",02-2298-7973
비원약국,약국,서울,성동구,금호동3가,4730,"서울특별시 성동구 독서당로 303-2, 1층 (금호동3가)",02-2231-2678
경민약국,약국,서울,영등포구,여의도동,7328,"서울특별시 영등포구 여의나루로 60, 여의도우체국 지하1층 137-1호 (여의도동)",02-782-3358
일이약국,약국,서울,영등포구,여의도동,7327,"서울특별시 영등포구 여의나루로 40, (여의도동, 여의도역 지하1층 1,2번 출입구 쪽 개찰구 옆)",02-000-0000
중외약국,약국,서울,서초구,서초동,6626,"서울특별시 서초구 강남대로53길 7, 102호 (서초동, 애니타워)",02-511-7255
팜메이트대학당약국,약국,서울,광진구,중곡동,4904,"서울특별시 광진구 면목로 168, (중곡동)",02-466-2729
십자당약국,약국,서울,서초구,잠원동,6512,"서울특별시 서초구 신반포로 205, 403호 (잠원동)",02-591-4251
대인당온누리약국,약국,서울,서대문구,홍은동,3647,"서울특별시 서대문구 연희로 409, (홍은동)",02-3217-2771
윈플러스약국,약국,서울,중구,회현동1가,4632,"서울특별시 중구 소공로 35, 102호 (회현동1가, 남산롯데캐슬아이리스상가 102호)",02-3789-7582
양재신세계약국,약국,서울,서초구,양재동,6775,"서울특별시 서초구 논현로 67, 1층 (양재동)",02-574-8066
이원약국,약국,서울,강남구,삼성동,6169,"서울특별시 강남구 테헤란로 509, 1층 일부호 (삼성동)",02-569-4111
성수종로약국,약국,서울,도봉구,도봉동,1320,"서울특별시 도봉구 도봉로180길 46, 1층 101호 (도봉동)",02-954-7131
시스템약국,약국,서울,동대문구,제기동,2473,"서울특별시 동대문구 안암로 158, 1층 (제기동)",02-923-3338
온누리동성약국,약국,서울,마포구,서교동,4032,"서울특별시 마포구 양화로 133, B104-5호 (서교동, 서교타워빌딩)",02-322-8905
정신약국,약국,서울,광진구,구의동,4954,"서울특별시 광진구 자양로 285, (구의동)",456-8694
방일약국,약국,서울,송파구,방이동,5641,"서울특별시 송파구 백제고분로 446, 송암빌딩 2층 201호 (방이동)",02-413-4881
한영온누리약국,약국,서울,관악구,신림동,8854,"서울특별시 관악구 난곡로 202, 1층 (신림동)",866-6414
주앙약국,약국,서울,광진구,중곡동,4929,"서울특별시 광진구 천호대로 557, 풍국빌딩 1층 (중곡동)",02-457-7077
삼성메디칼약국,약국,서울,송파구,삼전동,5582,"서울특별시 송파구 백제고분로 216, (삼전동)",02-417-0910
대방약국,약국,서울,송파구,석촌동,5613,"서울특별시 송파구 백제고분로 275, 1층 (석촌동)",070-8872-6902
방배프라자약국,약국,서울,송파구,석촌동,5613,"서울특별시 송파구 백제고분로 279, 1층 (석촌동)",02-554-4458
신세기약국,약국,서울,송파구,송파동,5662,"서울특별시 송파구 백제고분로 438, 1층 (송파동)",2205-8080
자이프라자약국,약국,서울,송파구,잠실동,5567,"서울특별시 송파구 백제고분로 187, 1층 103,104호 (잠실동, 파크인수)",02-3432-0365
온누리메디칼약국,약국,서울,금천구,가산동,8532,"서울특별시 금천구 시흥대로153길 99, 신평대일타운 106호 (가산동)",02-853-2675
아산약국,약국,서울,서대문구,,3711,"서울특별시 서대문구 가재울미래로 2, 별동상가 102호 (남가좌동, DMC파크뷰자이)",02-309-8480
메디팜금성약국,약국,서울,광진구,구의동,5116,"서울특별시 광진구 강변역로4길 10, 강변역지너스타워 303호일부 (구의동)",070-8835-3737
신왕약국,약국,서울,은평구,대조동,3396,"서울특별시 은평구 불광로 27, 1층 (대조동)",02-386-7585
신풍시장약국,약국,서울,송파구,삼전동,5581,"서울특별시 송파구 백제고분로 202, (삼전동)",02-414-2411
서초로하스약국,약국,서울,송파구,방이동,5550,"서울특별시 송파구 백제고분로 463, 웅산빌딩 201호 (방이동)",02-3432-0419
박약국,약국,서울,송파구,석촌동,5615,"서울특별시 송파구 백제고분로 349, 자재백화점 1층 (석촌동)",02-421-7978
세왕약국,약국,서울,송파구,잠실동,5574,"서울특별시 송파구 백제고분로 126, 오룡빌딩 101호 (잠실동)",420-7601
메디팜은강약국,약국,서울,양천구,목동,7946,"서울특별시 양천구 공항대로 558, 1층 (목동)",02-2645-7197
도일약국,약국,서울,양천구,목동,7968,"서울특별시 양천구 공항대로 630, 1층 (목동, 어바니엘)",02-6949-3088
삼미약국,약국,서울,강남구,청담동,6014,"서울특별시 강남구 선릉로 834, 모던빌딩 1층 (청담동)",
생수당약국,약국,서울,광진구,중곡동,4911,"서울특별시 광진구 면목로 127, 1층 (중곡동, 신성그랜드타워)",02-468-6226
보화당약국,약국,서울,송파구,잠실동,5576,"서울특별시 송파구 백제고분로 162, 대양빌딩 1층 103호 (잠실동)",02-424-3223
재민약국,약국,서울,송파구,송파동,5667,"서울특별시 송파구 백제고분로 386, 1층 (송파동)",02-415-6704
백약국,약국,서울,송파구,삼전동,5606,"서울특별시 송파구 백제고분로 203, 문화빌딩 1층 우측 1호 (삼전동)",02-415-5716
온누리두산약국,약국,서울,동대문구,청량리동,2483,"서울특별시 동대문구 제기로 84, 1층 (청량리동)",02-964-3365
스카이6층약국,약국,서울,송파구,삼전동,5582,"서울특별시 송파구 백제고분로 212, 아미빌딩 (삼전동)",02-419-0204
나현약국,약국,서울,서초구,서초동,6615,"서울특별시 서초구 서초대로77길 9, 강남 누드죤빌딩 104호 (서초동)",02-533-7737
월계약국,약국,서울,강북구,수유동,1100,"서울특별시 강북구 인수봉로 142, (수유동)",02-980-1214
세브란스약국,약국,서울,강북구,수유동,1092,"서울특별시 강북구 인수봉로 192, (수유동)",02-902-4097
백조약국,약국,서울,광진구,자양동,5065,"서울특별시 광진구 능동로 90, 1층 104-2호 (자양동, 더클래식500)",02-455-4565
하계약국,약국,서울,광진구,자양동,5073,"서울특별시 광진구 아차산로 244, 1층 나1호 일부호 (자양동)",02-463-1020
남북약국,약국,서울,중구,명동1가,4534,"서울특별시 중구 명동9길 9, (명동1가)",02-776-4476
창덕약국,약국,서울,송파구,가락동,5719,"서울특별시 송파구 중대로 105, 가락 ID TOWER 104호 (가락동)",02-2043-7525
메타팜약국,약국,서울,송파구,가락동,5717,"서울특별시 송파구 중대로 135, (가락동, IT벤처타워 동관 101호)",2142-1111
삼호성심약국,약국,서울,송파구,가락동,5715,"서울특별시 송파구 중대로 149, 경찰병원역 B1층 102호 (가락동)",02-400-9208
대유약국,약국,서울,성북구,보문동5가,2872,"서울특별시 성북구 보문로 93, 1층 (보문동5가)",02-928-8663
소생약국,약국,서울,성북구,삼선동5가,2862,"서울특별시 성북구 보문로 157, 산월빌딩 (삼선동5가)",02-928-8911
새동서약국,약국,서울,성북구,삼선동4가,2861,"서울특별시 성북구 보문로 183, 2층 (삼선동4가, 논현빌딩)",02-922-8874
진성약국,약국,서울,강북구,미아동,1233,"서울특별시 강북구 오패산로30길 41, (미아동)",02-980-1244
완약국,약국,서울,강북구,미아동,1234,"서울특별시 강북구 오패산로30길 30, 상가동 1층 120호 (미아동, 경남아너스빌)",02-989-5379
신동광약국,약국,서울,구로구,구로동,8325,"서울특별시 구로구 구일로4길 30, 신영상가 102호 (구로동)",02-830-5366
21세기메디칼약국,약국,서울,마포구,노고산동,4058,"서울특별시 마포구 신촌로 92, 1층 (노고산동, 카리스빌딩)",02-3141-4358
광진백화점약국,약국,서울,마포구,노고산동,4057,"서울특별시 마포구 신촌로 78, 1층 (노고산동)",02-323-0900
가든파이브약국,약국,서울,마포구,대흥동,4104,"서울특별시 마포구 신촌로 174, 102호 (대흥동)",02-703-0400
새서독약국,약국,서울,마포구,아현동,4116,"서울특별시 마포구 신촌로 266, 1층 (아현동)",02-6405-1311
평강상록수약국,약국,서울,마포구,대흥동,4104,"서울특별시 마포구 신촌로 170, 이대역푸르지오시티 상가106호 (대흥동)",02-701-7188
예전약국,약국,서울,송파구,가락동,5784,"서울특별시 송파구 동남로18길 12, 106호 (가락동)",02-404-9231
보라매대학약국,약국,서울,송파구,가락동,5782,"서울특별시 송파구 동남로18길 45, 1층 (가락동)",02-403-1017
참이화약국,약국,서울,서초구,잠원동,6524,"서울특별시 서초구 강남대로 621, 1층 (잠원동)",02-517-0072
부일약국,약국,서울,중랑구,망우동,2175,"서울특별시 중랑구 겸재로 237, 1층 (망우동)",02-2039-2936
미문약국,약국,서울,중랑구,면목동,2197,"서울특별시 중랑구 겸재로 180, 지층 (면목동, 안민빌딩)",02-494-5772
영화당약국,약국,서울,동작구,신대방동,7068,"서울특별시 동작구 시흥대로 662, (신대방동)",02-6104-1234
용하약국,약국,서울,동작구,신대방동,7069,"서울특별시 동작구 시흥대로 644, (신대방동)",02-832-9845
새대우약국,약국,서울,동작구,신대방동,7069,"서울특별시 동작구 시흥대로 638, (신대방동)",02-846-7784
수명약국,약국,서울,동작구,상도동,7040,"서울특별시 동작구 상도로 360, 1층 103호 (상도동)",02-825-5293
구인약국,약국,서울,강남구,신사동,6024,"서울특별시 강남구 논현로168길 40, 103호 (신사동)",02-516-8999
상보약국,약국,서울,중랑구,묵동,2033,"서울특별시 중랑구 동일로 932, 202동 216,217호 (묵동)",02-948-0204
다영약국,약국,서울,송파구,마천동,5756,"서울특별시 송파구 마천로41길 20, 1층 (마천동)",02-400-8216
청담약국,약국,서울,영등포구,영등포동7가,7246,"서울특별시 영등포구 국회대로54길 10, 판매시설 13동 3층 8호 (영등포동7가, 아크로타워 스퀘어)",02-2633-0308
대림대학약국,약국,서울,송파구,마천동,5755,"서울특별시 송파구 마천로41길 1, 1층 (마천동)",070-8226-3999
호림약국,약국,서울,송파구,문정동,5834,"서울특별시 송파구 중대로 24, (문정동, 훼밀리상가 136호)",02-402-9433
기호약국,약국,서울,송파구,가락동,5704,"서울특별시 송파구 중대로 193, 주식회사홈캐스트 1층 (가락동)",02-402-2282
연진약국,약국,서울,영등포구,여의도동,7233,"서울특별시 영등포구 의사당대로 1, 국회 국회소통관동 1층 (여의도동)",02-761-0311
신라약국,약국,서울,영등포구,여의도동,7322,"서울특별시 영등포구 의사당대로 108, 304호 (여의도동, 아일렉스)",02-761-5520
새인선약국,약국,서울,영등포구,여의도동,7322,"서울특별시 영등포구 의사당대로 108, 1층 119호 (여의도동, 아일렉스)",02-782-0700
해정약국,약국,서울,영등포구,여의도동,7331,"서울특별시 영등포구 의사당대로 127, 115호 (여의도동, 롯데캐슬엠파이어)",
진명약국,약국,서울,금천구,독산동,8545,"서울특별시 금천구 시흥대로 426, 영진빌딩 1층 (독산동)",02-869-6888
제중약국,약국,서울,강동구,성내동,5404,"서울특별시 강동구 풍성로 214, 동양빌딩 102호 (성내동)",02-576-5222
동서울약국,약국,서울,성동구,하왕십리동,4702,"서울특별시 성동구 무학로 33, 206호 (하왕십리동)",02-2282-7525
백조온누리약국,약국,서울,동대문구,답십리동,2603,"서울특별시 동대문구 천호대로 267, DANA 1층 102호 (답십리동)",02-6949-5444
조광옵티마약국,약국,서울,송파구,방이동,5543,"서울특별시 송파구 올림픽로32길 13, (방이동)",02-421-6251
중곡종로약국,약국,서울,영등포구,대림동,7418,"서울특별시 영등포구 대림로21길 14, 상석빌딩 1층 (대림동)",02-832-3722
광해약국,약국,서울,금천구,시흥동,8565,"서울특별시 금천구 독산로50길 84, (시흥동)",02-892-5949
천우약국,약국,서울,금천구,시흥동,8644,"서울특별시 금천구 금하로 720, 에벤에셀프라자 2층 206호 (시흥동)",02-895-8902
온누리선명약국,약국,서울,금천구,시흥동,8627,"서울특별시 금천구 금하로 651, 1층 (시흥동)",02-802-0478
우산약국,약국,서울,금천구,시흥동,8644,"서울특별시 금천구 금하로 720, 202호 (시흥동, 에벤에셀프라자)",02-896-6789
수범약국,약국,서울,영등포구,영등포동2가,7249,"서울특별시 영등포구 버드나루로7길 3, 경동미르웰 여의도 1층 105호 (영등포동2가)",
새한빛약국,약국,서울,양천구,목동,7946,"서울특별시 양천구 등촌로 230, 동방빌딩 1층 (목동)",02-6951-1129
동보약국,약국,서울,양천구,목동,7951,"서울특별시 양천구 등촌로 188, 102호 (목동)",070-8871-7092
군자종로약국,약국,서울,양천구,목동,7965,"서울특별시 양천구 등촌로 32, 목동태영프라자 106호 (목동)",02-2649-0998
사러가약국,약국,서울,동작구,사당동,6999,"서울특별시 동작구 동작대로29길 69, 201-A호 (사당동)",02-592-3913
고원약국,약국,서울,동작구,사당동,6999,"서울특별시 동작구 동작대로29길 69, 120,121호 (사당동)",02-595-8804
구심당약국,약국,서울,동작구,사당동,6997,"서울특별시 동작구 동작대로29길 36, 1층 101호,102호 (사당동)",595-3137
지현약국,약국,서울,중구,만리동2가,4501,"서울특별시 중구 만리재로 177, 한라비발디 센트랄상가 9호 (만리동2가)",02-363-3383
선화온누리약국,약국,서울,중랑구,묵동,2037,"서울특별시 중랑구 공릉로 8, 102, 103호 (묵동, 대길빌딩)",02-972-1214
열린프라자약국,약국,서울,중랑구,묵동,2032,"서울특별시 중랑구 공릉로 63, (묵동)",02-978-4266
약산약국,약국,서울,마포구,상암동,3925,"서울특별시 마포구 월드컵북로 396, B1070호 (상암동, 누리꿈스퀘어)",02-2132-8077
이도온누리약국,약국,서울,영등포구,양평동4가,7208,"서울특별시 영등포구 양평로 99, (양평동4가,1층)",02-6909-9868
수산약국,약국,서울,마포구,상암동,3925,"서울특별시 마포구 월드컵북로 396, 누리꿈스퀘어 B1094호 (상암동)",02-2132-8365
무림약국,약국,서울,마포구,성산동,3941,"서울특별시 마포구 월드컵북로 224, 청화상가 302호 (성산동)",
금성당약국,약국,서울,마포구,성산동,3999,"서울특별시 마포구 월드컵북로 69, 1층 (성산동)",02-324-8476
운산약국,약국,서울,마포구,상암동,3925,"서울특별시 마포구 월드컵북로 402, 케이지아이티센터 314호 (상암동)",359-5293
종합약국,약국,서울,마포구,상암동,3918,"서울특별시 마포구 월드컵북로 502, 월드컵파크 프라자 210호 (상암동)",303-8533
스타시티약국,약국,서울,성북구,길음동,2729,"서울특별시 성북구 동소문로 321, 1층 (길음동)",985-1365
황제약국,약국,서울,동대문구,장안동,2624,"서울특별시 동대문구 장한로 129, 102호 (장안동)",02-2246-9885
성동약국,약국,서울,강남구,삼성동,6164,"서울특별시 강남구 테헤란로87길 22, 2층 D-1호 (삼성동)",02-554-4906
용상약국,약국,서울,광진구,자양동,5060,"서울특별시 광진구 자양로9길 77, (자양동)",070-4400-6206
완미약국,약국,서울,송파구,잠실동,5567,"서울특별시 송파구 삼전로 75, (잠실동)",02-419-3230
신영신약국,약국,서울,동대문구,장안동,2624,"서울특별시 동대문구 답십리로 266, 1층 (장안동)",02-2214-3455
남진약국,약국,서울,종로구,원남동,3081,"서울특별시 종로구 창경궁로 162-2, 원남빌딩 1,2층 (원남동)",02-765-7200
평제약국,약국,서울,강동구,길동,5352,"서울특별시 강동구 양재대로 1466, 1층 102호 (길동)",02-436-2666
부용약국,약국,서울,중구,을지로6가,4564,"서울특별시 중구 을지로41길 22, (을지로6가)",02-2273-4466
새금강약국,약국,서울,영등포구,대림동,7417,"서울특별시 영등포구 도림로 152-4, (대림동)",02-836-0206
보생사약국,약국,서울,송파구,잠실동,5558,"서울특별시 송파구 올림픽로12길 5, 정호빌딩 (잠실동)",02-415-1121
아람약국,약국,서울,관악구,신림동,8769,"서울특별시 관악구 조원로 20, 101호 (신림동)",02-868-1653
경명약국,약국,서울,강남구,삼성동,6162,"서울특별시 강남구 테헤란로 403, 101호 (삼성동, 리치타워)",02-565-7940
이오당약국,약국,서울,강남구,개포동,6335,"서울특별시 강남구 개포로 615, 401호 (개포동, 석탑프라자)",02-3411-3968
장수천약국,약국,서울,성북구,종암동,2800,"서울특별시 성북구 종암로 78, 1층 (종암동)",02-913-7516
해경아는약국,약국,서울,송파구,문정동,5837,"서울특별시 송파구 송파대로 111, 205동 305호 (문정동, 파크하비오)",02-2043-1204
우당약국,약국,서울,양천구,목동,8004,"서울특별시 양천구 오목로 300, 206동 110호 (목동, 현대하이페리온2)",02-2640-0977
여의도성모약국,약국,서울,강남구,대치동,6176,"서울특별시 강남구 영동대로 416, 케이티앤지 타워 지하1층 (대치동)",02-554-8199
대화약국,약국,서울,중구,신당동,4598,"서울특별시 중구 동호로 189, 톰캣프라자 1층 (신당동)",02-2236-1050
화곡명문약국,약국,서울,중구,중림동,4503,"서울특별시 중구 중림로2길 16, 1층 (중림동, 충정빌라)",02-363-9066
종대약국,약국,서울,금천구,독산동,8543,"서울특별시 금천구 독산로93길 11, (독산동)",02-858-7977
신당약국,약국,서울,종로구,종로5가,3196,"서울특별시 종로구 종로 224, 1층 (종로5가)",02-2264-7885
오온누리약국,약국,서울,동대문구,전농동,2559,"서울특별시 동대문구 답십리로 9, 1층 A호 (전농동)",02-3295-5458
보천약국,약국,서울,은평구,신사동,3442,"서울특별시 은평구 가좌로 271, (신사동)",02-308-7475
창일약국,약국,서울,관악구,봉천동,8738,"서울특별시 관악구 봉천로 486, (봉천동)",02-878-9669
천세약국,약국,서울,강남구,도곡동,6292,"서울특별시 강남구 언주로30길 13, B동 102호 (도곡동, 대림아크로빌)",02-529-2304
선일약국,약국,서울,동대문구,제기동,2570,"서울특별시 동대문구 약령동길 17, (제기동)",968-3315
문정우리들약국,약국,서울,동작구,흑석동,6980,"서울특별시 동작구 서달로 150, 109호 (흑석동, 이랜드해가든)",741-0705
새울림약국,약국,서울,서초구,반포동,6599,"서울특별시 서초구 서초중앙로 230, 1층 105호 (반포동)",02-591-2788
사랑받는 약국,약국,서울,강북구,수유동,1073,"서울특별시 강북구 도봉로 333, 6층 (수유동, 정우빌딩)",02-900-3133
메디팜동아약국,약국,서울,종로구,내자동,3170,"서울특별시 종로구 새문안로5가길 33, 한누리빌딩 1층 (내자동)",02-736-7980
연세참사랑약국,약국,서울,강남구,대치동,6196,"서울특별시 강남구 역삼로77길 23, (대치동)",02-3453-9557
송일약국,약국,서울,강동구,둔촌동,5361,"서울특별시 강동구 천호대로188길 13, 주전빌딩 201호 (둔촌동)",474-5957
초지약국,약국,서울,노원구,상계동,1767,"서울특별시 노원구 동일로 1345, (상계동)",937-9055
미성약국,약국,서울,마포구,망원동,4014,"서울특별시 마포구 망원로8길 55, 구앤윤브릭하우스 1층 (망원동)",02-332-6847
삼청약국,약국,서울,영등포구,문래동3가,7294,"서울특별시 영등포구 선유로 76, 동국메뜨리앙 3층 305호 (문래동3가)",02-3280-2388
아름솔약국,약국,서울,영등포구,문래동6가,7281,"서울특별시 영등포구 선유로 49, 2층 204호 (문래동6가, 미주프라자아파트)",
해가든약국,약국,서울,영등포구,양평동3가,7255,"서울특별시 영등포구 선유로 138, 롯데마트 양평점 지하1층 (양평동3가)",02-2633-2267
국제공항약국,약국,서울,영등포구,문래동3가,7294,"서울특별시 영등포구 선유로 70, 우리벤처타운2 2동 2층 209-1호 (문래동3가)",02-2679-5100
진메디칼약국,약국,서울,영등포구,문래동6가,7281,"서울특별시 영등포구  선유로 63, (문래동6가)",02-3667-7092
일충프라자약국,약국,서울,노원구,공릉동,1861,"서울특별시 노원구 화랑로 425-47, 1층 (공릉동)",02-972-5343
백산온누리약국,약국,서울,강남구,수서동,6367,"서울특별시 강남구 광평로56길 8-13, 1층 101호 (수서동, 수서타워)",02-3412-7655
동호일층약국,약국,서울,강북구,우이동,1006,"서울특별시 강북구 삼양로 579, 화성빌딩 1층 (우이동)",0507-1319-4413
청솔동아약국,약국,서울,노원구,중계동,1779,"서울특별시 노원구 동일로203가길 29, 258호,259호 (중계동, 브라운스톤중계)",02-976-7258
보윤약국,약국,서울,성북구,정릉동,2709,"서울특별시 성북구 보국문로 49, 1층 (정릉동)",02-6349-2589
세메론약국,약국,서울,서대문구,대현동,3767,"서울특별시 서대문구 신촌로 183, 유인빌딩 지하1층 101호 (대현동)",02-364-5455
서연약국,약국,서울,중구,필동2가,4625,"서울특별시 중구 필동로 14, 민성빌딩 1층 (필동2가)",02-2268-7552
미주약국,약국,서울,관악구,신림동,8701,"서울특별시 관악구 신사로 94, 1층 (신림동)",02-865-5977
동국약국,약국,서울,동작구,신대방동,7058,"서울특별시 동작구 여의대방로22나길 1, 1층 (신대방동)",02-822-5692
도봉태평양약국,약국,서울,영등포구,대림동,7442,"서울특별시 영등포구 시흥대로 655, 1층 (대림동)",834-7900
진로약국,약국,서울,송파구,가락동,5699,"서울특별시 송파구 양재대로 932, 5층 7호 (가락동, 가락동도매시장 내 가락몰업무동)",02-407-2218
프리마약국,약국,서울,노원구,중계동,1787,"서울특별시 노원구 노원로19길 23, 1층 105호 (중계동)",02-971-8940
왕자약국,약국,서울,강남구,논현동,6120,"서울특별시 강남구 봉은사로1길 4, 1층 (논현동)",02-518-8821
뉴크로바약국,약국,서울,중랑구,망우동,2181,"서울특별시 중랑구 용마산로 502, 1층 (망우동)",02-2207-4345
우리이화약국,약국,서울,은평구,갈현동,3331,"서울특별시 은평구 연서로 219, (갈현동)",02-353-4005
화성약국,약국,서울,강남구,역삼동,6217,"서울특별시 강남구 역삼로 310, 한솔필리아 2층 26호 (역삼동)",02-501-8284
전진상약국,약국,서울,송파구,방이동,5648,"서울특별시 송파구 양재대로 1222, (방이동)",02-3012-0002
압구정영약국,약국,서울,용산구,한강로3가,4377,"서울특별시 용산구 한강대로23길 55, 아이파크몰 리빙파크 6층 218호 (한강로3가)",02-2012-1507
새문약국,약국,서울,용산구,한강로3가,4377,"서울특별시 용산구 한강대로23길 55, 용산역 3층 (한강로3가)",
성북월드팜약국,약국,서울,종로구,원남동,3081,"서울특별시 종로구 창경궁로 162, 1,2층 (원남동)",02-3672-3672
화평약국,약국,서울,종로구,혜화동,3075,"서울특별시 종로구 창경궁로 271-1, (혜화동)",02-762-2211
여기애가까운약국,약국,서울,종로구,원남동,3081,"서울특별시 종로구 창경궁로 162-1, (원남동)",02-741-0808
the사랑약국,약국,서울,종로구,원남동,3081,"서울특별시 종로구 창경궁로 158, 2층 (원남동)",02-762-6060
메디팜한솔약국,약국,서울,성동구,옥수동,4733,"서울특별시 성동구 독서당로 223, 지하 209호 (옥수동)",02-2294-8871
대치필리아약국,약국,서울,강남구,일원동,6343,"서울특별시 강남구 일원로 45, 대훈빌딩 1층 (일원동)",02-2226-5467
365그린약국,약국,서울,서초구,서초동,6645,"서울특별시 서초구 서초대로 270, 서보빌딩 1층 2호 (서초동)",02-522-4312
