name,Closed Notice_Holiday,Emergency Room_Day_Operation Status,Emergency Room_Night_Operation Status,Consultation Start Time_Sunday,Consultation End Time_Sunday,Consultation Start Time_Monday,Consultation End Time_Monday,Consultation Start Time_Tuesday,Consultation End Time_Tuesday,Consultation Start Time_Wednesday,Consultation End Time_Wednesday,Consultation Start Time_Thursday,Consultation End Time_Thursday,Consultation Start Time_Friday,Consultation End Time_Friday,Consultation Start Time_Saturday,Consultation End Time_Saturday
의료법인나래의료재단 나래의원,휴무,N,N,,,,,,,,,,,,,,
가톨릭성모내과의원,,Y,N,,,1000,2000,1000,1830,1000,2000,1000,1830,1000,1830,1000,1300
용인아나파마취통증의학과의원,전부 휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1330
연세스타의원,,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
제이스의원,전부 휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1400
하이맨비뇨기과의원,,N,N,,,930,1700,930,1700,930,1700,930,1700,930,1700,900,1300
소망안과의원,,N,N,,,930,1830,930,2030,930,1830,930,1830,930,1830,930,1400
연세리엔산부인과의원,휴무,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
삼성항맥외과의원,휴진,N,N,,,,,,,,,,,,,,
가온삼성가정의학과의원,휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1300
청담맥의원,전부휴진,N,N,,,1000,1800,1400,2000,1400,2000,,,1000,1800,900,1500
에디슨 소아청소년과의원,휴진,N,N,,,,,,,,,,,,,,
서울삼성연합외과의원,,N,N,,,1000,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1300
더라인의원,,N,N,,,,,,,,,,,,,,
안산연세안과의원,전부 휴진,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400
석바위정형외과의원,,N,N,,,1000,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1400
드림아이산부인과의원,휴진,N,N,,,1000,1900,1400,2100,1000,1900,1000,1900,1000,1900,1000,1400
밝은아이소아청소년과의원,휴무,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
제일365소아청소년과의원,전부휴진,N,N,,,930,1800,930,1830,,,930,1800,930,1830,930,1400
청라의원,,N,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1600
논현새로운내과의원,휴무,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400
미모아피부과의원,,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600
삼성미래산부인과의원,전부 휴진,N,N,,,930,1830,930,2000,930,1830,930,1830,930,1830,930,1300
서울쎈정형외과의원,전부휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1530
강남수내과의원,전부 휴진,N,N,0,0,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
뜰에샘의원,전부휴진,N,N,,,920,1800,920,1800,920,1800,920,1800,920,1800,920,1500
비에이성형외과의원,전부휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1600
한숲코알라이비인후과의원,전부휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
닥터화이트의원,휴진,N,N,,,1000,1830,1000,1830,1000,2000,,,1000,1830,1000,1300
부평하루여성외과의원,전부휴진,N,N,,,930,600,930,600,930,600,930,600,930,600,930,1400
석바위연세마취통증의학과의원,휴진,Y,Y,,,1000,600,1000,600,,,1000,600,1400,2000,1000,100
아산내과의원,휴진,N,N,,,930,1830,930,1830,920,1830,1400,2000,930,1830,930,1330
인하국제의원,,N,N,,,930,1830,930,1830,930,2030,930,1830,930,1830,930,1330
서울속내과의원,,N,N,,,1000,2100,1000,2100,200,2100,1000,1900,1000,1900,1000,1500
서울탑안과의원,휴무,N,N,,,930,1830,930,2030,930,1830,930,1830,930,2030,930,1400
임종윤내과의원,휴진,N,N,,,930,1830,930,1830,930,2030,930,1830,930,1830,930,1530
365내과연합의원,종일 휴진,N,N,1300,1800,930,1830,930,2030,930,1830,930,2030,930,1830,930,1600
상우내과의원,휴무,N,N,,,930,1830,930,1830,930,2100,930,1300,930,1830,930,1300
세인트의원,전부 휴진,N,N,,,1000,1800,1000,1800,1000,1800,,,1000,1800,930,1400
누가마취통증의학과의원,,N,N,,,,,,,,,,,,,,
주안참고운의원,전부 휴진,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400
엘성형외과의원,전부휴진,N,N,,,930,1830,1400,2100,930,1830,930,1830,930,1830,930,1400
신의의원,,N,N,,,930,1830,930,1830,930,1830,930,2100,930,1830,930,1400
태암내과의원,전부휴진,Y,N,,,1000,1830,1000,2000,,,1000,1830,1000,1830,1000,1500
밝은미래의원,전부 휴진,N,N,,,,,,,,,,,,,,
성심가정의원,휴진,N,N,,,,1800,,1800,,2000,,1800,,1800,,1300
박희철내과의원,휴진,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400
두성의원,전부 휴진,N,N,,,930,1830,930,1830,930,2030,930,1830,930,1830,930,1400
서현안과의원,휴무,N,N,,,1000,1900,1000,2100,1000,2100,1000,1900,1000,1900,1000,1600
윤성욱내과의원,휴진,N,N,,,930,1800,930,2000,930,1800,930,2000,930,1800,930,1400
연세미소내과의원,전부 휴진,N,N,,,1000,2000,1000,1900,1000,2000,1000,1900,1000,2000,,
한사랑그린이비인후과의원,전부 휴진,N,N,,,930,1830,930,1830,930,1830,930,2030,930,1830,930,1330
한승태가정의원,전부 휴진,N,N,,,1000,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1330
킴스비뇨기과의원,휴무,N,Y,,,1000,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1400
이수동소아청소년과의원,전부휴진,N,N,,,1000,1800,1000,1800,1000,1800,1000,1800,1000,1800,,
연세플러스내과의원,휴진,Y,N,,,1000,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1400
은계연세이비인후과의원,휴무,N,N,,,930,1830,930,1830,930,1830,930,2000,930,1830,930,1500
하람비뇨기과의원,,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1300,930,1330
장미꽃과나이팅게일외과의원,휴무,N,N,,,1000,1900,1000,1900,1000,1900,1000,2100,1000,1900,900,1400
부천더성형외과의원,,N,N,,,1000,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1600
이안의원,,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
엠비여성의원,,N,N,,,,,,,,,,,,,,
케이톡스의원,종일 휴무,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600
홍만제정신건강의학과의원,전부휴진,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400
행복한봄정형외과산부인과의원,전부 휴진,N,N,,,1000,1900,1000,2100,1000,2100,1000,1900,1000,1900,900,1300
강남소아청소년과의원,전부휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
다솔내과의원,전부 휴진,N,N,,,930,1830,930,1830,930,1830,930,2030,930,1830,930,1500
나눔가정의학과의원,종일휴진(공휴일 정상근무시 홈페이지로 공지),N,N,,,1000,1900,1000,2030,1000,1900,,,1000,1900,930,1400
홍순철소아청소년과의원,전부휴진,N,N,,,930,1830,930,1830,930,1830,1400,2100,930,1830,930,1400
아산소아청소년과의원,전부휴진,N,N,,,930,1830,930,1830,930,2030,930,1830,930,1830,930,1300
문혜경산부인과의원,전부휴진,N,N,,,1000,1830,1000,1830,1000,1830,1000,1830,1000,1830,930,1430
삶정신건강의학과의원,전부 휴진,Y,N,,,1000,1800,1000,1800,1000,1800,1000,1800,1000,1800,900,1300
계현정형외과의원,휴진,N,N,,,930,1830,930,1830,930,1830,930,2030,930,1830,930,1400
분당우태하피부과의원,,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1400
굿모닝미항외과의원,휴무,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600
리더스의원,전부휴신,N,N,,,1000,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1530
원곡바른메지칼의원,,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
은가정의학과의원,휴무,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1700,930,1400
고려재활의학과의원,,N,N,,,,,,,,,,,,,,
상동정형외과의원,,N,N,,,1000,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1500
이즈맘산부인과의원,휴무,N,N,,,930,1830,930,2100,930,1830,930,2100,930,1830,930,1400
나음의원,휴무,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,,
라파통증의학과의원,전부휴진,N,N,,,930,600,930,600,930,600,930,600,930,600,930,1400
민소아청소년과의원,전부 휴진,N,N,,,930,1830,930,2100,930,1830,930,1830,930,1830,930,1400
김기택내과의원,전부휴진,N,N,,,930,1830,930,1830,930,2000,930,1830,930,1830,930,1300
광교미소모아내과의원,전부휴진,N,N,,,1030,1900,1430,2100,1030,1900,,,1030,1900,930,1400
태전삼성정형외과의원,전부 휴진,N,N,,,900,1800,900,2000,900,1800,900,1800,900,1800,900,1300
김형주내과의원,전부휴진,N,N,,,930,1830,930,2000,,,930,1830,930,1830,930,1230
엔젤산부인과의원,진료함,N,N,800,1300,1000,1900,800,1900,1000,1900,1000,2100,800,1900,930,1400
김앤정소아청소년과의원,휴진,N,N,,,930,1800,930,2000,930,2000,930,1800,930,1800,930,1330
교하연세이비인후과의원,,N,N,,,930,1830,930,1830,930,2100,930,1830,930,1830,930,1600
사랑정형외과의원,전부 휴진,N,N,,,1000,1900,1000,1900,1000,2100,1000,1900,1000,1900,1000,1400
나누리신경외과의원,전부휴진,N,N,,,930,1830,930,2030,930,1830,930,1830,930,1830,930,1400
J&B학운외과의원,휴진,N,N,,,930,1830,930,2000,930,1830,930,1830,930,1830,930,1400
LH의원,,N,N,,,1000,1900,1000,1900,1000,1900,1000,2030,1000,1900,930,1300
연세송내과의원,전부휴진,Y,N,,,1000,1800,1000,1800,1000,1800,1000,1800,1000,1800,930,300
연세소리이비인후과의원,전부 휴진,N,N,,,930,1830,930,1830,930,2000,930,1830,930,1830,930,1330
채장성내과의원,휴진,N,N,,,1000,1830,1000,2100,1000,1830,,,1000,1830,1000,1400
연세공항의원,전부 휴진,N,N,,,1000,1800,1000,1800,1000,2100,1000,1800,1000,1800,930,1600
서울수피부과의원,전부 휴진,N,N,,,900,1800,1330,2100,900,1800,900,1800,900,1800,900,1300
모아연합소아청소년과의원,전부휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1600
이웅재정형외과의원,,N,N,,,1000,1900,1000,2030,1000,1900,1000,1900,1000,1900,1000,1400
성모플러스내과의원,휴무,N,N,900,1500,1000,1900,1000,1900,1000,1900,1000,1900,,,,
분당예비뇨기과의원,전부 휴진,N,N,,,,,,,1000,2100,,,,,,
아이안과의원,전부휴진,N,N,,,,,,,,,,,,,,
늘푸른소아과의원,,N,N,,,1000,1830,1000,1830,1000,1830,1400,2100,1000,1830,1000,1400
밝은미소정신건강의학과의원,전부 휴진,N,N,,,1000,630,1000,630,,,1000,630,1000,630,1000,1330
추신경외과의원,전부휴진,N,N,,,1000,1900,1000,2100,1000,1900,1000,1900,1000,1900,1000,1400
바른신경외과의원,휴진,N,N,,,900,1700,900,1700,900,1700,900,1700,900,1700,,
메디원변재광의원,전부 휴진,N,N,,,1000,1800,1000,1800,1000,1800,,,1000,1800,930,1400
필립의원,휴진,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,,
두드림정신과의원,전부휴진,N,N,,,930,1830,930,1830,,,930,1830,930,1830,930,1300
성모길내과의원,,N,N,,,1000,1830,1000,1830,1000,2100,1000,1830,1000,1830,900,1300
수여성의원,전부 휴진,N,N,,,930,1830,930,2000,930,1830,930,1830,930,1830,930,1400
광명허병원내과의원,휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
부천항도외과의원,휴무,N,N,,,930,1800,930,2000,930,1800,930,1800,930,1800,930,1400
오월의아침피부과의원,전부휴진,N,N,,,1000,1900,1000,1900,1000,1900,1000,2100,1000,1900,1000,1400
동탄연세소아청소년과의원,전부 휴진,N,N,,,1000,1900,1000,1900,1000,1900,930,1830,930,1830,,
미래연세의원,전부휴진,N,N,,,1000,1900,1000,2000,1000,1900,1000,1900,1000,1900,1000,1400
21C프라자내과의원,전부 휴진,N,N,,,1000,2100,1000,1900,,,1400,2100,1000,1900,930,1400
나음항외과의원,,N,N,,,,,,,,,,,,,,
이수정형외과의원,전부휴진,N,N,,,,,,,,,,,,,,
상동의원,휴진,N,N,,,930,1800,930,1800,930,1800,,,930,1800,930,1500
유앤미피부과의원,전부휴진,N,N,,,1000,1900,1000,2100,1000,1900,1000,2100,1000,1900,1000,1400
수정형외과의원,전부 휴진,N,N,,,1000,1830,1000,2030,1000,1830,1000,2030,1000,1830,930,1400
연세한사랑의원,휴무,N,N,,,930,1830,930,2100,930,1830,930,2100,930,1830,930,1400
YB안과의원,휴무,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1330
서울시티의원,전부휴진,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400
이호수내과의원,휴진,N,N,900,1330,1000,1830,1000,1830,1000,1830,1000,1830,1000,1830,930,1400
에이치드림정형외과의원,전부 휴진,N,N,,,900,1800,900,1800,900,1800,1400,2100,900,1800,900,1400
연세 민의원,전부 휴진,N,N,,,1000,1900,1000,1900,1000,2100,1400,1900,1000,1900,1000,1400
소화소아청소년과의원,전부 휴진,N,N,,,,,930,1830,930,1830,930,1830,930,1830,930,1330
연세인이비인후과의원,휴진,N,Y,,,930,1830,930,1830,1400,2030,930,1830,930,1830,930,1330
안성한주의원,전부 휴진,N,N,1000,1400,1000,2100,,,1000,2100,1000,1900,1000,1900,1000,1400
연세코웰이비인후과의원,전부 휴진,N,N,,,900,2030,900,1830,900,2030,900,1830,900,1830,900,1300
강남성모내과의원,,N,N,,,930,1830,930,1830,930,2100,930,1830,930,1830,930,1400
남양편안한내과의원,휴진,N,N,,,1000,1900,1000,1900,1000,1900,1000,1700,1000,1900,1000,1600
서울수의원,,N,N,,,1000,1900,1000,2100,1000,1900,1000,2100,1000,1900,1000,1400
바른오늘의원,전부휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,900,1300
굿아이동탄이안과의원,전부휴진,N,N,,,1000,1900,1000,2100,1000,1900,1000,2100,1000,1800,900,1400
서울손내과의원,전부 휴진,N,N,,,1000,1800,1000,1800,1000,1800,930,1300,1000,1800,930,1400
닥터반마취통증의학과의원,휴진,N,N,,,,,,,,,,,,,,
다사랑메디칼의원,전부휴진,N,N,,,1400,2100,1400,2100,1400,2100,1400,2100,1000,1830,930,1600
고려외과의원,,N,N,,,930,2030,930,1830,930,1830,930,1830,930,1830,930,1330
민의원,오후5시이후,N,N,,,,,,,,,,,,,,
용인아산내과의원,전부 휴진,N,N,,,1000,1900,1000,2100,1000,1900,1000,2100,1000,1900,930,1400
행복한비뇨의학과의원,휴진,N,N,,,1000,1900,1000,2100,1000,1900,1000,1900,1000,1900,930,1400
연세프라미스마취통증의학과의원,전부휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,900,1300
산본성심정형외과의원,휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1430
도심의원,휴무,N,N,,,930,1830,1300,2030,930,1830,930,1830,930,1830,930,1330
우리현대의원,,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1330
김앤정외과의원,전부휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1430
손내과의원,휴무,N,N,,,930,2100,930,1830,930,1830,930,2100,930,630,930,1400
더나은내과의원,전부 휴진,N,Y,,,930,1830,930,2030,930,1830,930,1830,930,1830,930,1330
연수베스트내과의원,휴진,N,N,,,,,,,,,,,,,,
서울태내과의원,휴진,N,N,,,930,1800,930,2000,930,1800,930,2000,930,1800,930,1330
미소드림의원,휴진,N,N,,,930,1830,930,2100,930,1830,,,930,1830,900,1430
삼성에스마디정형외과의원,,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1830
서창밝은안과의원,휴무,N,N,0,0,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400
연세온유외과의원,,N,N,,,,,,,,,,,,,,
배곧정형외과의원,휴진,N,N,,,,,,,,,,,,,,
세교서울이비인후과의원,전부 휴진,N,N,,,930,1830,930,2000,930,1830,930,2000,930,1830,930,1600
마마라 정신건강의학과 의원,전부 휴진,N,N,,,1000,1900,1000,1900,1000,2100,1000,1900,1000,1900,1000,1400
바른내과의원,전부 휴진,N,N,,,930,1830,930,1830,930,1830,0,0,930,1830,930,1400
위례연세정신건강의학과의원,,N,N,1000,1600,930,1900,930,1900,930,1900,930,1900,930,1900,,
닥터수의원,휴진,N,N,,,930,630,930,630,930,630,930,630,930,630,930,1330
더조은서울내과의원,,N,N,,,,,,,,,,,,,,
아가파의원,전부휴진,N,N,,,1000,1830,1000,1830,1000,2030,1400,1830,1000,1830,930,1600
제이앤지(J&G)피부과의원,휴진,N,N,1000,1400,1000,1900,1400,2100,1000,1900,1400,2100,1000,1900,930,1500
햇살e의원,전부휴진,N,N,,,1000,1830,1000,1830,1000,2030,1000,1830,1000,1830,930,1430
건강한가족의원,전부휴진,N,N,,,1000,1900,1000,1900,1000,2100,1000,1900,1000,1900,930,1400
화정으뜸마취통증의학과의원,,N,N,,,930,2030,930,1830,930,2030,930,1830,930,1830,930,1400
과천서울이비인후과의원,,N,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,900,1300
서울365메디칼의원,휴진,N,N,,,930,1830,930,2030,930,1830,930,1830,930,1830,930,1400
드림삼성안과의원,전부휴진,N,N,,,1000,1800,1000,2030,1000,1900,1000,2030,1000,1800,900,1300
서창코아이비인후과의원,전부 휴무,N,N,,,930,2100,930,1830,930,1830,1400,2100,930,1830,930,1400
세교중앙내과의원,,N,N,,,930,1830,930,2100,930,1830,930,2100,930,1830,930,1430
성모나눔마취통증의학과의원,전부 휴진,N,N,,,930,1800,930,1800,930,1800,930,2100,930,1800,930,1330
마음나루의원,전부휴진,N,N,,,1000,2100,1000,1900,1000,2100,1000,2100,1000,1900,900,1400
365아이랑소아청소년과의원,전부 휴진,N,N,,,1000,2030,930,1830,930,1400,1000,2030,930,1830,930,1400
더한스메디의원,전부 휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1200
정을식내과의원,휴진,N,N,,,900,1800,900,2100,900,2100,900,2100,900,1800,900,1400
늘편한 신경과의원,전부휴진,N,N,,,930,1830,930,1830,930,1830,1400,2030,930,1830,930,1430
거북연합의원,휴진,N,N,,,,,,,,,,,,,,
서울박내과의원,휴진,N,N,1300,1800,930,1830,930,2030,930,1830,1430,2030,930,1830,930,1600
송도코엔이비인후과의원,휴진,N,N,,,1000,1900,1000,1900,1000,1900,1000,2100,1000,1900,1000,1400
누리연합소아청소년과의원,전부 휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
안산윤내과의원,,N,Y,,,1000,1900,1000,1830,1000,1900,1000,1900,1000,2030,1000,1700
광교상쾌한이비인후과의원,전부 휴진,N,N,,,930,1830,930,2030,930,1830,930,1830,930,1830,930,1400
다산지아이내과의원,,N,N,,,930,1830,930,1830,930,1300,1400,2100,930,1830,930,1400
비전안과의원,전부휴진,N,N,,,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,1700
365장편한호내과의원,법정 공휴일 휴진,N,N,,,1000,1900,1000,2100,1000,1900,1000,2100,1000,1900,930,1400
이승철신경외과의원,전부 휴진,N,N,,,1030,1830,1030,1830,1400,2100,1030,1830,1030,1830,930,1600
하늘정형외과의원,전부 휴진,N,N,,,930,2100,930,1830,930,2100,930,1830,930,1830,930,1400
갈매우리내과의원,전부휴진,N,N,,,1000,1900,1000,2030,,,1000,2030,1000,1900,1000,1400
성모브이아이피신경외과의원,전부휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1300
미사봄내과의원,전부휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
루카스건강검진센터루카스내과의원,전부 휴진,N,N,,,1000,1900,1000,1900,,,1000,2100,1000,1900,1000,1400
야탑내과의원,전부휴진,N,N,,,1000,1900,1000,2100,1000,1900,1000,1900,1000,1900,1000,1400
부평연세비뇨기과의원,,N,N,,,1000,1900,1000,2100,1000,1900,1000,2100,1000,1900,1000,1400
박민호내과의원,전부 휴진,N,N,,,930,1830,930,2030,930,1830,930,2030,930,1830,930,1400
정왕매일의원,휴진,N,N,,,1000,1900,1000,2100,1000,1900,1000,2100,1000,1900,1000,1400
동탄메디365의원,전부 휴진,N,N,,,1000,1900,1000,2100,1000,1900,1000,2100,1000,1900,1000,1500
수원신경정신과의원,전부 휴진,N,N,,,930,1830,930,1830,930,2030,930,1830,930,1830,930,1400
서울휴내과이비인후과의원,,N,N,,,,,,,,,,,,,,
김은아의건강한내과의원,전부 휴진,N,N,,,1000,1900,1000,1900,1000,1900,,,1000,1900,1000,1400
선부재활의학과의원,,N,N,,,,,,,,,,,,,,
용인서울안과의원,10시00분~14시00분,N,N,1000,1400,1000,1900,1000,1900,1400,2100,1000,1900,1000,1900,1000,1500
바른삼성이비인후과의원,휴진,N,N,,,1000,1800,1000,1800,1000,1800,,,1000,1800,1000,1400
김앤서내과의원,전부휴진,N,N,,,1000,1900,1000,2100,1000,1900,1000,1900,1000,1900,1000,1500
동인성모정형외과의원,,N,N,,,,,,,,,,,,,,
위(WE)튼튼내과의원,전부 휴진,N,N,,,930,1830,930,2030,930,1830,930,2030,930,1830,930,1600
코앤코이비인후과의원,,N,N,,,930,1830,930,2030,930,1830,930,2030,930,1830,930,1400
미사늘편한내과의원,전부휴진,N,N,,,900,1830,900,2000,900,1830,900,2000,900,1830,900,1400
이삭정신건강의학과의원,휴진,N,N,,,1000,1900,1000,2100,1000,1900,1000,2100,1000,1900,1000,1400
일산마두정형외과의원,전부 휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1300
서울연합이비인후과의원,전부 휴진,N,N,,,930,1800,930,2030,930,1800,930,2030,930,1800,930,1400
동탄이소아청소년과의원,휴진,N,N,,,1000,1900,1000,2100,1000,1900,1000,2100,1000,1900,1000,1400
제이탑정형외과의원,변동 가능,N,N,,,1400,2100,1000,1900,1000,1900,1000,2100,1000,1900,1000,1500
스마일이비인후과의원,휴진,N,N,,,930,2030,930,1830,930,1830,930,2030,930,1830,930,1330
연세믿음내과의원,전부 휴진,N,N,,,930,1830,930,1830,930,1300,930,1830,930,1830,930,1400
시흥센트럴이비인후과의원,전부휴진,N,N,,,930,1830,930,1830,930,1830,930,2100,930,1830,1000,1400
심우정신건강의학과의원,전부 휴진,N,N,,,930,1830,930,1830,,,1400,2100,930,1830,930,1400
서울아이비에프여성의원,전부 휴진,N,N,,,1000,1900,1000,2000,1000,2000,1000,1900,1000,1900,1030,1430
다편안마취통증의학과의원,휴진,N,N,0,0,930,1800,930,1800,930,1800,0,0,930,1800,930,1300
연세신통의원,전부 휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1300
탁월한내과의원,전부 휴진,N,N,,,1000,1900,1000,2100,1000,1900,1000,2100,1000,1900,1000,1400
연세바른마취통증의학과의원,전부 휴진,N,N,,,1000,1900,1000,1900,1000,1900,,,1000,1900,900,1500
이춘수정신건강의학과의원,전부 휴진,N,N,,,1000,1900,1000,1900,1000,2030,1000,1900,1000,1900,,
네이버부속의원,,N,N,,,930,2100,930,1830,930,1830,930,1830,930,2100,930,1400
동탄역튼튼척의원,,N,N,,,1000,1900,1000,2100,1000,1900,1000,1900,1000,1900,930,1400
닥터최정신건강의학과의원,전부 휴진,N,N,,,1400,2000,1000,2000,1000,1900,1000,1900,1000,1900,930,1430
한양솔가정의학과의원,전부휴진,N,N,,,1000,1830,1000,1830,1000,1830,1000,1330,1000,1830,1000,1330
입북삼성가정의학과의원,전부휴진,N,N,,,1000,1900,1000,2000,,,1000,1900,1000,1900,930,1400
이상칠내과의원,휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,1000,1400
송우밝은안과의원,전부 휴진,N,N,,,1000,1900,1230,2030,1000,1900,1230,2030,1000,1900,930,1400
편안한연합의원,전부 휴진,N,N,,,930,1830,930,1830,930,2030,,,930,1830,930,1300
행복소아청소년과의원,전부 휴진,N,N,,,1000,1830,1000,1830,1000,1830,1000,1830,1000,1830,900,1400
연세혜인내과의원,,N,N,,,1000,2000,1000,1900,,,1000,2000,1000,1900,1000,1400
주안지수내과의원,전부 휴진,N,N,,,930,630,930,630,930,630,,,930,630,930,1330
더바른신경외과의원,전부 휴진,N,N,,,930,2100,930,1900,930,2100,930,1900,930,1900,930,1400
삼성코랄이비인후과의원,전부 휴진,N,N,,,930,2100,930,1830,930,1830,930,2100,930,1830,930,1400
의왕상쾌한이비인후과의원,,N,N,1000,1800,930,1800,930,1800,,,930,1800,930,1800,1000,1800
삼송서울정형외과의원,,N,N,,,1000,2100,1000,1900,1000,1900,1000,2100,1000,1900,1000,1600
써니이비인후과의원,전부 휴진,N,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
화정본정형외과의원,,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1330
서울365정형외과의원,휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
온소아청소년과의원,휴진,N,N,0,0,1300,2100,1030,1900,1300,2100,1030,1900,1030,1900,930,1430
제이민정신건강의학과의원,휴진,N,N,,,1000,1900,1000,2100,1000,1900,1000,2100,1000,1900,1000,1400
다산연합의원,전부 휴진,N,N,,,1000,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1400
정배연공감동의원,전부 휴진,N,N,,,930,1730,930,1730,930,1730,930,1730,930,1730,,
성모메트로정형외과의원,전부휴진,N,N,,,1000,1900,1000,2030,1000,1900,1000,2030,1000,1900,900,1500
그린가정의원,휴진,N,N,,,930,1830,930,2030,1300,1800,930,1830,930,1830,930,1300
메디케어의원,휴진,N,N,,,930,2030,930,1830,930,2030,930,1830,930,1830,930,1400
신기찬마취통증의학과의원,전부휴진,N,N,,,930,2030,930,1830,1400,2030,930,1830,930,1830,930,1400
이지가정의학과의원,전부휴진,N,N,,,930,1830,930,1830,930,1830,930,2030,930,1830,930,1200
신신플러스의원,전부휴진,N,N,,,930,1830,930,1830,930,1930,930,1830,930,1830,930,1330
소유외과의원,,N,N,,,,,,,,,,,,,,
장형주정신건강의학과의원,전부 휴진,N,N,,,1000,1830,1000,2030,1000,1830,1000,1830,1000,1830,900,1300
지행척척통증의학과의원,전부 휴진,N,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1400
연세노가의원,전부 휴진,N,N,1200,1800,930,1800,930,1800,930,1800,930,1800,930,1800,900,1300
일산만족정형외과의원,,N,N,930,1700,930,2100,930,2100,930,2100,930,2100,930,2100,930,1700
삼성드림이비인후과의원,전부 휴진,N,N,,,1100,1900,1100,1900,1100,1900,1400,1900,1100,1900,1000,1400
365한숲가정의학과의원,전부휴진,N,N,,,930,1800,930,1800,930,1800,930,2000,930,1800,930,1400
365플러스내과의원,,N,N,,,1000,1800,1000,1800,1400,2030,1000,1800,1000,1800,1000,1300
아트라인성형외과의원,전부 휴진,N,N,,,930,1800,930,1800,930,1800,930,1800,930,2100,930,1300
새솔외과의원,전부 휴진,N,N,,,1000,1900,1000,2100,1000,1900,1400,1900,1000,1900,1000,1200
