name,Closed Notice_Holiday,Emergency Room_Night_Operation Status,Consultation Start Time_Sunday,Consultation End Time_Sunday,Consultation Start Time_Monday,Consultation End Time_Monday,Consultation Start Time_Tuesday,Consultation End Time_Tuesday,Consultation Start Time_Wednesday,Consultation End Time_Wednesday,Consultation Start Time_Thursday,Consultation End Time_Thursday,Consultation Start Time_Friday,Consultation End Time_Friday,Consultation Start Time_Saturday,Consultation End Time_Saturday
연세맑은이비인후과의원,,N,,,,,,,,,,,,,,
모란이비인후과의원,,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
민이비인후과(이창기)의원,휴진,N,,,900,1830,900,1830,900,1300,900,1830,900,1830,900,1300
조은정신건강의학과의원,휴무,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,1000,1300
우소정의원,전부휴진,N,,,930,1900,930,1900,930,1900,930,1900,930,1900,930,1600
김택수정신건강의학과의원,휴진,N,,,930,1830,930,1830,930,1300,930,1830,930,1830,930,1300
서울진마취통증의학과의원,오후 1시 이후,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
성복이안소아청소년과의원,,N,840,1330,830,1900,830,1900,830,1900,830,1900,830,1900,830,1600
본편한정형외과의원,휴진,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
연세유효민내과의원,휴진,N,,,830,1900,830,1900,830,1900,830,1900,830,1900,830,1300
연세예소아청소년과의원,"구정 당일, 추석 당일 휴진",N,900,1400,900,2100,900,2100,900,2100,900,2100,900,2100,900,1700
연세드림재활의학과의원,휴진,N,900,1500,900,1900,900,1900,900,1900,900,1900,900,1900,900,1500
녹향의원,휴진(2021년 10월1일부터),N,900,1800,900,1800,900,1800,900,1800,900,1800,900,1800,900,1800
윤유마취통증의학과의원,전부휴진,N,,,900,1730,900,1730,900,1230,900,1730,900,1730,900,1330
새서울헤론의원,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
최진현소아청소년과의원,9시-13시,N,900,1300,900,1900,900,1900,1400,1900,900,1900,900,1900,900,1400
박샘소아청소년과의원,오후 1시이후 휴진,N,1400,1800,900,2030,900,2030,900,2030,900,2030,900,2030,900,1600
현대마취통증의학과의원,휴무,N,,,930,1730,930,1630,930,1630,930,1630,930,1730,930,1230
기분좋은365의원,,N,900,1600,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600
서울하나로의원,09-22시까지 진료함,N,900,2200,900,2200,900,2200,900,2200,900,2200,900,1800,900,2200
행복마취통증의학과의원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
365검단열린의원,,N,900,1800,900,1900,,,900,1900,900,1900,900,1900,900,1800
아름내과의원,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
이동우가정의학과의원,전부 휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
정철호내과의원,휴진,N,,,900,1800,900,1800,900,1800,900,1300,900,1800,900,1300
삼성조은내과의원,오전9시~13시까지 근무,N,830,1300,900,1900,900,1900,900,1900,900,1900,900,1900,900,1500
서울필정형외과의원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
메디코아의원,,N,,,,,,,,,,,,,,
미가피부과의원,,N,,,940,1900,940,2030,940,1900,940,1900,940,2030,940,1500
성남속편한내과의원,,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1300
맑은유영상의학과의원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1400,900,1800,900,1400
연세참빛안과의원,휴진,N,,,930,1830,930,1830,930,1230,930,1830,930,1830,930,1300
연세안마취통증의학과의원,휴진,N,,,900,2000,900,1800,900,2000,900,1800,900,2000,900,1400
주안상쾌한속내과의원,,N,,,,,,,,,,,,,,
부천중앙내과의원,전부휴진,N,,,900,1800,900,1800,900,1230,900,1800,900,1800,900,1400
소하이비인후과의원,전부 휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
삼성진피부과의원,전부휴진,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1500
조인정형외과의원,전부 휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1530
호평성모마취통증의학과의원,전부휴진,N,,,930,1800,930,1800,,,930,1800,930,1800,900,1300
그랜드비뇨의학과의원,휴진,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,900,1300
안양제일의원,휴진,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
연세키즈소아청소년과의원,,N,900,1800,900,2100,900,2100,900,2100,900,2100,900,2100,900,1800
일산이지함피부과의원,휴진,N,,,1000,1930,1000,1900,1000,1900,1000,1900,1000,1930,930,1530
연세더리더스내과의원,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
부천연합의원,휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1500
서울본정형외과의원,,N,,,830,1900,830,1900,830,1300,830,1900,830,1900,830,1400
나무여성의원,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1500
신수아소아청소년과의원,전부 휴진,N,0,0,900,1900,900,1900,900,1400,900,1900,900,1900,900,1400
관악가정의학과의원,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
소중한아이정신건강의학과의원,전부 휴진,N,,,1000,1930,1000,1930,1400,2030,1000,1930,1000,1930,930,1630
리&홍위즈의원,,N,930,2200,930,2200,930,2200,930,2200,930,2200,930,2200,930,2200
마루내과의원,,N,,,830,1800,830,1800,830,1300,830,1800,830,1800,830,1300
안수정형외과의원,,N,,,,,,,,,900,1830,,,,
호림재활의학과의원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
고려드림내과의원,휴진,N,,,,,,,,,,,,,,
신나라소아청소년과의원,진료함,N,1000,1700,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1700
내몸애항외과의원,,N,,,930,1730,930,1730,930,1200,930,1730,930,1200,830,1200
행복한정신건강의학과의원,,N,,,800,2000,800,2000,800,2000,800,2000,800,2000,800,1400
이진수정형외과의원,,N,,,,,,,,,,,,,,
뉴밸런스재활의학과의원,전부 휴진,N,,,900,1830,900,1830,900,1330,900,1830,900,1830,900,1330
(의)열린의료재단광주열린의원,"외래 진료 휴진, 인공신장실 정상 운영합니다",N,,,900,1800,900,1300,900,1800,900,1300,900,1800,900,1300
강한피부과의원,전부휴진,N,,,1400,1900,930,1900,930,1900,930,1900,930,1900,930,1400
신나루쁘띠의원,휴진,N,,,1000,1900,1000,1900,1000,1300,1000,1900,1000,1900,1000,1300
에스정형외과의원,휴진,N,,,900,1800,900,1800,900,1300,900,1800,900,1800,900,1300
스타의원,,N,,,1000,1830,1000,1830,1000,1830,1000,1830,1000,1830,900,1400
확실한신경외과의원,전부 휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1400
하이유외과의원,"선거날은 진료, 그외 공휴일은 전부휴진",N,,,900,1800,900,1800,900,1800,900,2030,900,1800,900,1300
서해사랑내과의원,오후 1시이후,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1300
알파비뇨의학과의원,휴무,N,,,830,2000,830,2000,830,2000,830,2000,830,2000,900,1400
미래안마취통증의학과의원,,N,,,,,,,,,,,,,,
경기성모안과의원,휴진,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1100
새봄이비인후과의원,휴진,N,,,900,1900,900,1900,1400,1900,900,1900,900,1900,900,1400
행복한신경외과의원,전부휴진,N,,,800,1800,800,1800,800,1800,800,1800,800,1800,800,1400
로로와내과의원,전부휴진,N,,,800,1800,800,1800,800,1800,800,1800,800,1800,800,1300
닥터엘의원,,N,,,1000,1900,1400,2030,1000,1900,1000,1900,1000,1900,1000,1400
마디성모정형외과의원,휴진,N,0,0,830,1830,830,1830,830,1830,830,1830,830,1830,830,1400
아름다운의료생활협동조합아름다운s의원,전부휴진,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900
아주편한내과의원,전부 휴진,N,,,830,1730,830,1530,830,1730,830,1530,830,1730,830,1130
김형진내과의원,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
삼성에이스내과의원,,N,,,900,1830,900,2000,900,1830,900,1830,900,1830,830,1300
더좋은소아청소년과의원,,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1330
연세수소아청소년과의원,,N,,,,,,,,,,,,,,
신상건신경과의원,휴진,N,,,930,630,930,630,930,630,930,630,930,630,930,1400
아이비소아청소년과의원,"설날, 추석 당일",N,900,1400,830,1900,830,1900,830,1900,830,1900,830,1900,830,1400
하얀세상의원,휴진,N,,,1000,1900,1000,2100,1000,1900,1400,2100,1000,1900,900,1400
민트소아청소년과의원,,N,900,1300,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
두드림내과의원,휴진,N,,,800,1800,800,1800,800,1800,0,0,800,1800,800,1300
팔복내과가정의학과의원,전부휴진,N,,,830,1800,830,1800,830,1800,830,1300,830,1800,830,1300
아주맑은소아청소년과의원,오후 1시 이후,N,900,1800,830,2300,830,2300,830,2300,830,2300,830,2300,900,1800
서울미피부과의원,전부 휴진,N,0,0,1000,1900,1000,2100,1000,1900,0,0,1000,2100,1000,1400
21세기미금의원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
로하스한울의원,,N,,,,,,,,,,,,,,
진세진산부인과의원,전부휴진,N,,,930,1800,930,1800,1400,1800,930,1800,930,1800,930,1400
예지미의원,,N,,,,,,,,,,,,,,
코벤트더웰의원,전부 휴진,N,,,,,,,,,,,,,,
닥터김DK의원,,N,1000,1700,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
하이큐송석호내과의원,휴무,N,,,830,630,830,630,830,630,830,630,830,630,830,1330
우리희망내과의원,전부 휴진,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1400
배곧연세소아청소년과의원,진료,N,900,1300,830,2100,830,2100,830,2100,830,2100,830,2100,900,1400
수원삼성안과의원,,N,,,900,1800,900,1800,900,1900,1400,1800,900,1800,900,1300
판교연세내과의원,,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1300
허리편한신경외과의원,전부휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1330
서울행복의원,,N,900,1500,900,1830,900,1830,900,1830,900,1830,900,1830,900,1500
의료법인나래의료재단 나래의원,,N,,,,,,,,,,,,,,
가톨릭성모내과의원,휴무,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600
용인아나파마취통증의학과의원,전부 휴진,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1400
연세스타의원,전부휴진,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1330
제이스의원,,N,,,900,1830,900,1830,900,1830,900,1200,900,1830,930,1400
하이맨비뇨기과의원,휴진,N,,,1000,1900,1000,1900,1100,2100,1000,1900,1000,1900,1000,1600
소망안과의원,전부휴진,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
연세리엔산부인과의원,,N,,,1000,1800,1000,1800,1000,1800,1000,1300,1000,1900,1000,1400
삼성항맥외과의원,전부 휴진,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1330
가온삼성가정의학과의원,건강 검진 혹은 예약자에 한해 운영,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600
청담맥의원,휴진,N,,,,,,,,,,,,,,
에디슨 소아청소년과의원,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
서울삼성연합외과의원,,Y,900,2400,830,2400,830,2400,830,2400,830,2400,830,2400,830,2400
더라인의원,전부 휴진,N,,,930,1900,930,2000,930,1900,930,1900,930,1900,930,1330
안산연세안과의원,14시 이후 휴진,N,,,930,1830,930,2000,930,1830,930,1830,930,2000,930,1400
석바위정형외과의원,,N,,,,,,,,,,,,,,
드림아이산부인과의원,오후1시이후 휴진,Y,,,930,1830,930,1830,930,1830,930,1830,930,1830,900,1400
밝은아이소아청소년과의원,,N,1000,1600,900,2100,900,2100,900,2100,900,2100,900,2100,900,1800
제일365소아청소년과의원,,N,900,1300,830,1900,830,1900,830,1900,830,1900,830,1900,830,1400
청라의원,,N,,,930,1900,1000,1930,930,1900,930,1900,930,1900,930,1500
논현새로운내과의원,전부 휴진,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
미모아피부과의원,휴진,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,930,1530
삼성미래산부인과의원,09:00~13:00 까지 진료 이후 휴진,Y,900,1300,900,2000,900,2000,900,2000,900,2000,900,2000,900,1800
서울쎈정형외과의원,,N,,,830,2000,830,2000,830,2000,830,2000,830,2000,830,1500
강남수내과의원,휴진,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1400
뜰에샘의원,전부 휴진,N,,,930,1800,930,1800,,,930,1800,930,1800,900,1300
비에이성형외과의원,전부 휴진,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600
한숲코알라이비인후과의원,전부휴진,N,900,1300,900,1800,900,1800,900,1800,0,1800,900,1800,900,1300
닥터화이트의원,전부 휴진,N,,,930,1900,930,2100,930,1900,930,2100,930,1900,930,1500
부평하루여성외과의원,전부휴진,N,,,900,1800,900,1800,900,2000,900,1800,900,1800,900,1500
석바위연세마취통증의학과의원,휴무,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1500
아산내과의원,,N,,,,,,,,,,,,,,
인하국제의원,전부 휴진,N,,,900,1730,900,1730,900,1730,900,2000,900,1730,,
서울속내과의원,휴진,N,900,1300,900,1800,900,1800,900,1800,900,1800,900,1800,900,1400
서울탑안과의원,휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1400
임종윤내과의원,전부휴진,N,,,830,1730,830,1730,830,1730,830,1200,830,1730,830,1300
365내과연합의원,오후 1시 이후,N,0,0,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
상우내과의원,오전9시부터 오후1시까지 진료,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
세인트의원,휴진,N,,,1000,1900,1000,2100,1000,1900,1000,1900,1000,2100,1000,1600
누가마취통증의학과의원,휴진,N,,,900,1800,900,1900,,,900,1800,900,1800,900,1500
주안참고운의원,,N,,,930,1800,930,1800,1400,2000,930,1800,930,1800,930,1300
엘성형외과의원,전부휴진,N,,,,,,,,,,,,,,
신의의원,휴진,N,,,930,1830,930,2030,,,930,2030,930,1830,930,1330
태암내과의원,오후 3시 이후,N,,,930,1800,930,1800,930,1800,930,1800,930,1800,930,1500
밝은미래의원,전부휴진,N,,,,,,,,,,,,,,
성심가정의원,오후 1시 이후,N,,,900,1830,900,1830,900,1800,900,1830,900,1830,900,1300
박희철내과의원,휴진,N,,,,,,,,,,,,,,
두성의원,휴진,N,900,1300,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600
서현안과의원,전부 휴진,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1600
윤성욱내과의원,전부휴진,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
연세미소내과의원,휴진,N,,,900,600,900,600,900,600,900,600,900,600,900,1400
한사랑그린이비인후과의원,휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1400
한승태가정의원,,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
킴스비뇨기과의원,,N,,,900,2100,900,1900,900,1900,900,2100,900,1900,900,1600
이수동소아청소년과의원,휴진,N,0,0,900,1800,900,1800,900,1800,900,1800,900,1830,900,1300
연세플러스내과의원,휴무,N,,,830,1730,830,1730,830,1730,830,1730,830,1730,830,1230
은계연세이비인후과의원,,N,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100
하람비뇨기과의원,전부 휴진,Y,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1300
장미꽃과나이팅게일외과의원,전부 휴진,N,,,1000,1700,1000,1700,1000,1700,1000,1700,1000,1700,,
부천더성형외과의원,,N,,,,1900,,1900,,1900,,1900,,2000,,1600
이안의원,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
엠비여성의원,,N,,,,,,,,,,,,,,
케이톡스의원,전부휴진,N,,,1100,2000,1100,2100,1100,2000,1100,2000,1100,2100,1100,1700
홍만제정신건강의학과의원,전부 휴진,N,,,930,1830,930,1830,930,1830,1400,1830,930,1830,930,1400
행복한봄정형외과산부인과의원,전부휴진,N,,,900,1900,900,1900,900,2100,1300,1900,900,1900,900,1400
강남소아청소년과의원,전부 휴진,N,,,,,,,,,,,,,,
다솔내과의원,전부휴진,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
나눔가정의학과의원,전부휴진,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1430
홍순철소아청소년과의원,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
아산소아청소년과의원,,N,,,,,,,,,,,,,,
문혜경산부인과의원,,N,,,,,,,,,,,,,,
삶정신건강의학과의원,전부 휴진,N,,,900,2100,900,1930,900,1930,900,1930,900,1930,900,1800
계현정형외과의원,"진료함(단, 신정,설날,추석연휴는 휴진)",N,,,830,1830,830,1830,830,1830,830,1830,830,1830,,
분당우태하피부과의원,전부 휴진,N,,,930,1700,930,1700,930,1700,930,1700,930,1700,930,
굿모닝미항외과의원,휴진,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1300
리더스의원,휴진,N,,,900,2000,900,2000,900,2000,900,2000,900,2000,900,1630
원곡바른메지칼의원,진료,N,9,16,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200
은가정의학과의원,오전 9시-12시까지만 진료,N,,,900,1900,900,2000,900,1900,900,2000,900,1900,900,1600
고려재활의학과의원,휴진,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
상동정형외과의원,,N,,,900,1800,900,1800,900,1800,1400,1800,900,1800,900,1400
이즈맘산부인과의원,,Y,900,1300,900,2000,900,2000,900,2000,900,2000,900,2000,900,1600
나음의원,공휴일 진료 공지시에만 오후1시까지 진료합니다.,N,,,900,1900,900,2000,900,1900,900,1900,900,1900,900,1600
라파통증의학과의원,전부휴진,N,,,900,2000,900,2000,900,2000,1400,2000,900,2000,900,1400
민소아청소년과의원,오전 근무(9시~1시),N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600
김기택내과의원,전부 휴진,N,,,830,1730,830,1730,830,1730,830,1730,830,1730,830,1300
광교미소모아내과의원,휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,830,1300
태전삼성정형외과의원,전부휴진,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1500
김형주내과의원,9.10 (추석당일),N,,,,,,,,,,,,,,
엔젤산부인과의원,휴무,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1500
김앤정소아청소년과의원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
교하연세이비인후과의원,전부휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
사랑정형외과의원,,N,900,1800,900,2000,,,900,2000,900,2000,900,2000,900,2000
나누리신경외과의원,09시00분~14시00분 까지 진료,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1600
J&B학운외과의원,전부휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1600
LH의원,,N,,,800,1700,800,1700,800,1140,800,1700,800,1700,,
연세송내과의원,,N,,,930,2030,930,1800,930,2030,930,1800,930,2030,930,1330
연세소리이비인후과의원,휴진 (임시공휴일과 대체공휴일은 유동적),N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300
채장성내과의원,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1400
연세공항의원,휴무,N,,,920,1800,920,1800,920,1800,920,1800,920,1800,920,1400
서울수피부과의원,오전10시~오후1시까지,N,,,1000,1900,1000,1900,1000,2000,1000,1900,1000,1900,1000,1600
모아연합소아청소년과의원,,N,1000,2000,1000,2000,1000,2000,1000,2000,,0,1000,2000,1000,2000
이웅재정형외과의원,전부 휴진,N,,,1000,520,1000,520,900,520,1000,520,1000,520,,
성모플러스내과의원,휴진,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
분당예비뇨기과의원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
아이안과의원,휴진,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1300
늘푸른소아과의원,휴진,N,,,830,1850,830,1850,830,1850,830,1850,830,1850,830,1400
밝은미소정신건강의학과의원,휴진,N,,,900,2000,900,1900,900,2000,900,1900,900,1900,900,1500
추신경외과의원,휴진,N,,,900,1830,900,1830,0,0,900,1830,900,1830,830,1300
바른신경외과의원,휴진,N,,,830,1900,830,1900,830,1900,830,1400,830,1900,800,1400
메디원변재광의원,휴진,N,,,900,1900,900,1900,,,900,1900,900,1900,900,1400
필립의원,휴진,N,,,830,1730,830,1730,830,1730,830,1730,830,1730,830,1300
두드림정신과의원,,N,,,900,1730,900,1730,900,1730,900,1730,900,1730,900,1730
성모길내과의원,휴진,N,,,900,700,900,700,900,700,900,700,900,700,900,1400
수여성의원,전부휴진,N,,,900,1830,900,1830,1400,1830,900,1830,900,1830,900,1500
광명허병원내과의원,전부 휴진,N,,,800,1800,800,1800,800,1800,800,1800,800,1800,800,1300
부천항도외과의원,휴진,N,,,,,,,,,,,,,,
오월의아침피부과의원,9/29일 금~ 10/3일 화 추석 연휴로 휴진,N,,,,,,,,,,,,,,
동탄연세소아청소년과의원,,N,900,1300,830,2100,830,2100,830,2100,830,2100,830,2100,830,1600
미래연세의원,,N,,,,,,,,,,,,,,
21C프라자내과의원,,N,,,900,1800,900,1300,900,1800,900,1300,900,1800,900,1300
나음항외과의원,전부 휴진,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1500
이수정형외과의원,전부휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1330
상동의원,전부 휴진,N,1000,1400,900,1900,900,1900,900,2100,900,1900,900,1900,900,1300
유앤미피부과의원,전부휴진,N,,,1000,1930,1000,1930,1000,1930,1400,1930,1000,1930,930,1500
수정형외과의원,휴진,N,,,,,,,,,,,,,,
연세한사랑의원,,N,,,,,,,,,,,,,,
YB안과의원,휴진,N,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,2000,1000,1400
서울시티의원,,N,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200
이호수내과의원,,N,,,900,1800,900,1800,900,1300,900,1800,900,1800,900,1300
에이치드림정형외과의원,탄력적 운영,N,,,930,2100,930,1900,930,2100,930,1900,930,2100,900,1330
연세 민의원,휴무,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600
소화소아청소년과의원,,N,830,1300,700,2200,700,2200,700,2200,700,2200,700,2200,700,1900
연세인이비인후과의원,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,100
안성한주의원,휴진,N,,,830,1900,830,1900,830,1900,830,1900,830,1900,830,1300
연세코웰이비인후과의원,일부 휴진,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600
강남성모내과의원,전부 휴진,N,,,,,,,,,,,,,,
남양편안한내과의원,휴진,N,,,830,1800,830,1800,830,1800,830,1800,830,1800,830,1400
서울수의원,휴진,N,,,1000,1830,1000,1830,1000,1830,1000,1330,1000,1830,1000,1500
바른오늘의원,전부 휴진,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1330
굿아이동탄이안과의원,휴무,N,,,,,,,,,,,,,,
서울손내과의원,오전9시부터오후1시까지 진료,N,,,900,1930,900,1930,900,1930,900,1930,900,1930,900,1600
닥터반마취통증의학과의원,,N,,,,,,,,,,,,,,
다사랑메디칼의원,휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
고려외과의원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
민의원,휴진,N,,,1000,1730,1000,1730,1400,1730,1000,1730,1000,1730,1000,1330
용인아산내과의원,,N,,,830,1900,830,1900,830,1900,830,1900,830,1900,830,1600
행복한비뇨의학과의원,전부휴무,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300
연세프라미스마취통증의학과의원,전부 휴진,N,,,900,1800,900,1800,900,1800,900,1300,900,1800,900,1300
산본성심정형외과의원,,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400
도심의원,,N,,,800,1930,800,1930,800,1930,800,1930,800,1930,800,1500
우리현대의원,전부 휴진,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1500
김앤정외과의원,,N,,,,,,,,,,,,,,
손내과의원,전부휴진,N,,,830,1830,830,1830,830,1830,830,1830,830,1830,830,1400
더나은내과의원,,N,,,,,,,,,,,,,,
연수베스트내과의원,전부 휴진,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1700
서울태내과의원,,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300
미소드림의원,,N,,,,,,,,,,,,,,
삼성에스마디정형외과의원,전부휴진,N,,,900,2000,900,1900,900,1900,900,2000,900,1900,900,1400
서창밝은안과의원,휴진,N,,,930,2000,930,1900,930,1900,930,1900,930,2000,930,1500
연세온유외과의원,전부휴진,N,,,900,1800,900,1800,900,1800,900,1800,900,1800,900,1400
배곧정형외과의원,휴진,N,,,900,2100,900,2100,900,2100,900,2100,900,2100,900,1700
세교서울이비인후과의원,,N,,,,,,,,,,,,,,
마마라 정신건강의학과 의원,전부 휴진,N,,,930,1830,930,1830,930,1830,1330,2130,930,1830,930,1430
바른내과의원,휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1400
위례연세정신건강의학과의원,전부휴진,N,,,930,1800,930,1800,,,930,1800,930,1800,930,1330
닥터수의원,,N,,,,,,,,,,,,,,
더조은서울내과의원,전부 휴진,N,,,900,1800,900,1800,900,1300,900,1800,900,1800,900,1300
아가파의원,,N,,,930,1900,930,1900,930,1900,930,2100,930,1900,900,1400
제이앤지(J&G)피부과의원,전부 휴진,N,,,930,1900,930,1900,,,930,1900,930,2000,930,1500
햇살e의원,,N,,,900,1900,900,1900,,,900,1900,900,1900,900,1400
건강한가족의원,,N,900,1300,900,2000,900,2000,900,2000,900,2000,900,2000,900,1500
화정으뜸마취통증의학과의원,전부 휴진,N,,,900,2000,900,2000,900,2000,900,2000,900,2000,900,1400
과천서울이비인후과의원,휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1400
서울365메디칼의원,,N,,,900,1900,900,1900,900,1900,900,1900,900,1900,900,1700
드림삼성안과의원,전부 휴진,N,,,930,1830,930,1830,930,1830,930,1830,930,1830,930,1400
서창코아이비인후과의원,오전 9시~오후1시,N,,,900,1930,900,1900,900,1900,900,1900,900,1900,900,1500
세교중앙내과의원,휴진,N,,,900,1830,900,1830,900,1830,900,1830,900,1830,900,1400
성모나눔마취통증의학과의원,,N,,,930,1900,930,1900,930,1900,1400,1900,930,1900,930,1400
마음나루의원,전부 휴진,N,,,930,1830,930,1830,930,2100,930,1330,930,1830,930,1330
365아이랑소아청소년과의원,,N,900,1300,830,2030,830,2030,830,2030,830,2030,830,2030,900,1600
더한스메디의원,,N,,,,,,,,,,,,,,
정을식내과의원,,N,,,830,2000,830,1900,830,2000,830,1900,830,2000,830,1300
늘편한 신경과의원,,N,,,,,,,,,,,,,,
거북연합의원,전부 휴진,N,,,900,1900,900,1900,900,1400,900,1900,900,1900,900,1400
서울박내과의원,법정공휴일만 휴진(대체 휴일은 정상근무),N,,,900,1930,900,1830,900,1830,900,1830,900,1830,900,1400
송도코엔이비인후과의원,진료,N,900,1500,900,1900,900,1900,900,1900,900,1900,900,1900,900,1500
