name,post_code,address,tel,holiday,start_time_monday,end_time_monday,start_time_tuesday,end_time_tuesday,start_time_wednesday,end_time_wednesday,start_time_thursday,end_time_thursday,start_time_friday,end_time_friday,start_time_saturday,end_time_saturday
천사약국,2566,"서울특별시 동대문구 왕산로26길 13, 1층 (용두동)",02-965-7804,,9:00,19:30,9:00,19:30,9:00,19:30,9:00,19:30,9:00,19:30,9:00,16:30
천우약국,7250,"서울특별시 영등포구 영등포로 231-1, 1층 (영등포동5가)",02-2677-1266,,9:00,22:00,9:00,22:00,9:00,22:00,9:00,22:00,9:00,22:00,9:00,22:00
청담메디웰약국,6070,"서울특별시 강남구 삼성로 772, 105호 (청담동, 로데오프라자)",02-540-4324,전부휴진,9:30,19:30,9:30,19:30,9:30,19:30,9:30,19:30,9:30,19:30,9:30,17:00
청담약국,6074,"서울특별시 강남구 학동로 503, 한성빌딩 1층 106호 (청담동)",02-540-6193,오후1시이후,8:30,19:00,8:30,19:00,8:30,19:00,8:30,19:00,8:30,19:00,8:30,16:30
청솔약국,7936,"서울특별시 양천구 월정로 50, 1층 121호 (신월동, 청솔아파트)",02-2690-2106,진료,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,20:00
청원약국,6075,"서울특별시 강남구 영동대로 722, 풍양빌딩 1층 101호 (청담동)",02-2135-9516,연중무휴,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00
초록약국,3504,"서울특별시 은평구 수색로 191, (증산동)",02-373-4190,휴무,,,,,,,,,,,,
초원약국,3464,"서울특별시 은평구 은평로10길 4, (응암동)",02-6326-4986,휴진,,,,,,,,,,,,
초원온누리약국,5116,"서울특별시 광진구 강변역로4길 10, 강변역지너스타워 307호 (구의동)",02-3436-8743,,9:00,22:30,9:00,22:30,9:00,22:30,9:00,22:30,9:00,22:30,9:00,22:30
초이스약국,6620,"서울특별시 서초구 강남대로 375, 104호 (서초동, 서초현대타워아파트)",02-2055-2272,,9:00,19:00,9:00,19:00,9:00,19:00,9:00,19:00,9:00,19:00,9:00,15:11
충무약국,4554,"서울특별시 중구 충무로 3, 225,226,227호 (필동1가)",02-6954-2010,,9:00,18:30,9:00,18:30,9:00,18:30,9:00,18:30,9:00,18:30,9:00,16:30
친절한약국,1689,"서울특별시 노원구 노해로75길 14-2, (상계동)",02-930-2586,휴무,,,,,,,,,,,,
케이약국,6039,"서울특별시 강남구 도산대로12길 6, 1층 (논현동)",02-511-8806,,8:00,9:00,8:00,9:00,8:00,9:00,8:00,9:00,8:00,9:00,8:00,18:00
코끼리약국,5269,"서울특별시 강동구 고덕로 266, 고덕역 대명벨리온 1층 110호 (명일동)",02-442-4872,,8:30,21:00,8:30,21:00,8:30,21:00,8:30,21:00,8:30,21:00,8:30,15:30
코리아약국,6325,"서울특별시 강남구 선릉로 34, 1층 (개포동)",02-572-6123,전부휴진,9:00,19:30,9:00,19:30,9:00,20:30,9:00,19:30,9:00,19:30,9:00,15:30
코아약국,2445,"서울특별시 동대문구 이문로 30, 1층 (휘경동)",02-959-6380,휴무,9:30,18:00,9:30,18:00,9:30,18:00,14:00,21:00,9:30,18:00,9:30,16:00
큰나무약국,6017,"서울특별시 강남구 압구정로 316, 영진빌딩 1층 (신사동)",,오전9시-오후6시,9:00,21:30,9:00,21:30,9:00,21:30,9:00,21:30,9:00,21:30,9:00,19:00
큰사랑약국,3478,"서울특별시 은평구 응암로 166, (응암동)",02-374-3075,일부 휴진,9:00,18:30,9:00,18:30,9:00,18:30,9:00,18:30,9:00,18:30,9:00,13:30
큰솔약국,3409,"서울특별시 은평구 연서로 12, 청암빌딩 1층 (역촌동)",02-383-8869,전부휴진,,,,,,,,,,,,
키즈약국,7639,"서울특별시 강서구 강서로47가길 6, 1층 108호 (내발산동)",02-2661-8158,전부휴진,8:30,18:00,8:30,18:00,8:30,18:00,8:30,18:00,8:30,18:00,8:30,14:00
타워약국,4575,"서울특별시 중구 퇴계로 447, B동 318호 (황학동,황학아크로타워)",02-2235-1876,오전 9시 30분-오후 1시,9:00,19:00,9:00,19:00,9:00,19:00,9:00,19:00,9:00,19:00,9:00,15:00
타워온누리약국,1063,"서울특별시 강북구 도봉로 358, 2층 201호 (번동, 코스타타워)",02-903-7578,전부휴진,9:00,20:00,9:00,20:00,9:00,20:00,13:30,20:00,9:00,20:00,9:00,16:00
태림약국,8782,"서울특별시 관악구 장군봉2길 2, (봉천동)",02-882-9961,,9:00,22:00,9:00,22:00,9:00,22:00,9:00,22:00,9:00,22:00,9:00,21:00
태양약국,5257,"서울특별시 강동구 양재대로 1637, 1층 105호 (명일동)",02-3427-0652,오후 7시 이후,,,,,,,,,,,,
태평양약국,3330,"서울특별시 은평구 통일로 863, (갈현동)",02-383-1178,휴무,9:00,21:30,9:00,21:30,9:00,21:30,9:00,21:30,9:00,21:30,9:00,21:30
태화약국,4794,"서울특별시 성동구 아차산로7길 2, (성수동2가)",02-465-4971,,9:00,21:30,9:00,21:30,9:00,21:30,9:00,21:30,9:00,21:30,9:00,21:30
튼튼약국,8775,"서울특별시 관악구 신원로 16, (신림동)",02-856-0528,,9:00,19:30,9:00,19:30,9:00,19:30,9:00,19:30,9:00,19:30,9:00,16:30
파란약국,5405,"서울특별시 강동구 양재대로 1325, 둔촌메디컬센타 101호 (성내동)",02-484-2479,,9:00,19:00,9:00,19:00,9:00,19:00,9:00,19:00,9:00,19:00,9:00,15:00
파인약국,3787,"서울특별시 서대문구 신촌로 65, 1층 (창천동)",02-336-3301,,9:00,19:00,9:00,19:00,9:00,19:00,9:00,19:00,9:00,19:00,9:00,18:00
팜메이트대학당약국,6633,"서울특별시 서초구 서초중앙로22길 40, (서초동)",02-585-3092,휴진,,,,,,,,,,,,
팜빌편안약국,7975,"서울특별시 양천구 목동중앙본로 40, 1층 (목동)",02-2645-3130,전부 휴진,9:00,20:00,9:00,20:00,9:00,20:00,9:00,20:00,9:00,20:00,9:00,15:00
팜스토리약국,3461,"서울특별시 은평구 은평로 111, 은평이마트 8층 (응암동)",02-356-8352,,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00
팰리스약국,4143,"서울특별시 마포구 마포대로 143, 220호 (공덕동, 마포공덕파크팰리스 II)",02-719-5472,,9:00,19:00,9:00,19:00,9:00,19:00,9:00,19:00,9:00,19:00,9:00,14:00
편한약국,4387,"서울특별시 용산구 서빙고로 17, 용산센트럴파크 해링턴스퀘어 1층 47호 (한강로3가)",02-793-8887,,9:30,19:00,9:30,19:00,9:30,19:00,9:30,19:00,9:30,19:00,9:30,15:00
평제약국,2478,"서울특별시 동대문구 약령시로 51, (제기동)",02-963-6919,휴업,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,20:00
평화약국,8786,"서울특별시 관악구 남부순환로 1784, 1층 (봉천동)",02-885-3575,,,,,,,,,,,,,
푸른약국,6568,"서울특별시 서초구 서초대로 3-4, 1층 101-3호 (방배동, 방배디오슈페리움)",02-599-5388,휴진,9:00,18:30,9:00,18:30,9:00,18:30,9:00,18:30,9:00,18:30,9:00,13:00
푸른온누리약국,3181,"서울특별시 종로구 새문안로 19, (평동)",02-720-0333,9시~14시근무,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,19:00
프라임365약국,6373,"서울특별시 강남구 자곡로 172, 1층 122호 (자곡동)",02-3434-2277,오후 11시 이후,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,9:00,23:00
프라임온누리약국,2759,"서울특별시 성북구 월계로40길 7, 1층 109호,110호 (장위동, 센트럴타운상가)",02-916-9472,,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,18:00
프라자약국,8750,"서울특별시 관악구 봉천로 391, 115호 (봉천동, 두산아파트에이상가)",02-3285-7294,,8:40,21:00,8:40,21:00,8:40,21:00,8:40,21:00,8:40,21:00,9:00,17:00
플러스약국,3190,"서울특별시 종로구 종로 78, 1층 (종로2가, 미려빌딩)",02-733-4163,,8:30,19:00,8:30,21:00,8:30,19:00,8:30,21:00,8:30,19:00,8:30,16:00
하나로약국,1413,"서울특별시 도봉구 마들로11길 20, 1층 (창동, 농협창동유통센타)",02-903-0903,휴무,9:00,20:00,9:00,20:00,9:00,20:00,9:00,20:00,9:00,20:00,9:00,18:00
하나약국,2146,"서울특별시 중랑구 면목로 419, 1층 (면목동)",495-0222,휴무,9:00,19:00,9:00,19:00,9:00,19:00,9:00,19:00,9:00,19:00,9:00,17:00
하늘약국,4611,"서울특별시 중구 다산로 245, (무학동)",02-2237-3530,,9:00,19:00,9:00,19:00,9:00,19:00,9:00,19:00,9:00,19:00,9:00,14:00
하늘팜약국,7526,"서울특별시 강서구 양천로 461, (가양동, 주영빌딩)",02-3663-7071,휴무,9:30,20:00,9:30,20:00,9:30,20:00,9:30,20:00,9:30,20:00,9:30,16:00
하모니약국,2580,"서울특별시 동대문구 왕산로 21, 민족통일대통령빌딩 1층 (신설동)",02-926-8800,전부 휴진,9:00,19:00,9:00,19:00,9:00,19:00,9:00,19:00,9:00,19:00,9:00,13:00
하이온누리약국,4713,"서울특별시 성동구 행당로 87, 107호 (행당동, 행당동 대림아파트)",02-2297-5408,,9:00,20:00,9:00,20:00,9:00,20:00,9:00,20:00,9:00,20:00,9:00,17:00
하트약국,3086,"서울특별시 종로구 대학로 128, 1층 (동숭동)",02-766-8991,휴무,,,,,,,,,,,,
한가람약국,4552,"서울특별시 중구 마른내로 6, 1층 (저동2가)",02-2275-3210,휴무,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,20:00
한가족약국,6280,"서울특별시 강남구 남부순환로 2927, 대치 클래시아 1층 133호 (대치동)",02-569-8779,휴무,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,18:00
한결약국,1751,"서울특별시 노원구 노해로 494, 207호 (상계동, 고려빌딩)",02-936-8055,정상근무,9:00,22:00,9:00,22:00,9:00,22:00,9:00,22:00,9:00,22:00,9:00,22:00
한국구일온누리약국,4425,"서울특별시 용산구 이촌로 300, 렉스상가 2-2, 3-1호 (이촌동)",02-792-9290,전부휴진,8:30,19:00,8:30,19:00,8:30,19:00,8:30,19:00,8:30,19:00,8:40,13:00
한국희귀필수의약품센터,4523,"서울특별시 중구 무교로 6, 12층(을지로1가 16, 금세기빌딩) (을지로1가)",02-508-7316-8,휴무,9:00,18:00,9:00,18:00,9:00,18:00,9:00,18:00,9:00,18:00,,
한라약국,4406,"서울특별시 용산구 보광로 124, (이태원동)",02-795-7603,,8:30,22:00,8:30,22:00,8:30,22:00,8:30,22:00,8:30,22:00,8:30,16:00
한마을약국,8275,"서울특별시 구로구 경인로 382, (개봉동, 한마을아파트)",02-2613-3006,오후3시이후 휴무,9:00,21:30,9:00,21:30,9:00,21:30,9:00,21:30,9:00,21:30,9:00,18:00
한마음약국,3441,"서울특별시 은평구 은평터널로 196, (신사동)",02-309-1881,,,,,,,,,,,,,
한미약국,3712,"서울특별시 서대문구 수색로 30, 지하1층, 1층 (남가좌동)",02-375-3548,,,,,,,,,,,,,
한빛약국,2162,"서울특별시 중랑구 겸재로 225, 1층 (면목동)",02-2207-3588,오전9시~오후4시까지,,,,,,,,,,,,
한사랑약국,5404,"서울특별시 강동구 양재대로89길 16, 214호 (성내동, 파크프라자)",02-6425-2003,약국 3곳이 당번제로 운영,9:00,18:30,9:00,18:30,9:00,18:30,9:00,18:30,9:00,18:30,9:00,14:30
한샘약국,1684,"서울특별시 노원구 상계로27길 7, 중앙빌딩 1층 (상계동)",02-939-7886,오전 11사부터,8:30,22:00,8:30,22:00,8:30,22:00,8:30,22:00,8:30,22:00,8:30,20:00
한성약국,7938,"서울특별시 양천구 목동로 201, 1층 (신정동, 한성빌딩)",02-2690-1965,전부휴진,,,,,,,,,,,,
한솔약국,4967,"서울특별시 광진구 아차산로 621, 1층 (광장동)",02-2201-3581,전부 휴진,8:00,19:00,8:00,19:00,8:00,19:00,8:00,19:00,8:00,19:00,8:00,14:00
한신메디칼약국,6520,"서울특별시 서초구 잠원로 94, 지층 (잠원동, 한신상가)",02-534-8889,오전 11시30분~오후 5시,8:30,20:30,8:30,20:30,8:30,19:00,8:30,20:30,8:30,20:30,8:30,17:00
한영온누리약국,6705,"서울특별시 서초구 방배로 36, (방배동)",02-583-1754,,9:00,21:30,9:00,21:30,9:00,21:30,9:00,21:30,9:00,21:30,9:00,20:00
한우리약국,7657,"서울특별시 강서구 까치산로 151, 104호 (화곡동)",02-2699-0456,,,,,,,,,,,,,
한일약국,8722,"서울특별시 관악구 보라매로 12, 2층 (봉천동, 관악농협)",02-889-8517,,9:00,20:00,9:00,20:00,9:00,20:00,9:00,20:00,9:00,20:00,9:00,18:00
한진약국,4717,"서울특별시 성동구 행당로 84, 309-1호 (행당동, 행당 한진타운)",02-3395-5368,오전9시부터 오후 7시까지 근무,8:30,21:00,8:30,21:00,8:30,21:00,8:30,21:00,8:30,21:00,8:30,19:00
해뜨는약국,6919,"서울특별시 동작구 양녕로 281, (상도동, 상도빌딩)",02-816-3869,,,,,,,,,,,,,
햇님약국,4929,"서울특별시 광진구 천호대로111길 19, (중곡동)",02-777-0012,휴무,,,,,,,,,,,,
햇살약국,8208,"서울특별시 구로구 경인로67길 23, (신도림동,대우푸르지오2차 101동 311호)",02-2631-4959,,9:00,19:00,9:00,19:00,9:00,19:00,9:00,19:00,9:00,19:00,9:00,19:00
햇살온누리약국,5016,"서울특별시 광진구 능동로13길 19, 1층 (화양동)",02-467-8667,,,,,,,,,,,,,
행복약국,6942,"서울특별시 동작구 등용로 115, 101호 (대방동, 엘리시아빌딩)",02-822-9095,"신정, 성탄설, 추석 설날 당일 휴진",8:40,19:00,8:40,19:00,8:40,19:00,8:40,19:00,8:40,19:00,8:40,15:00
행복이열리는건강약국,6970,"서울특별시 동작구 상도로 301, (상도1동)",02-823-0700,전부휴진,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,17:00
행복이열리는약국,4730,"서울특별시 성동구 독서당로 299-2, 1층 (금호동3가)",02-2253-6060,전부휴진,9:00,20:00,9:00,20:00,9:00,20:00,9:00,20:00,9:00,20:00,9:00,16:00
행복한약국,8058,"서울특별시 양천구 중앙로 275, (신정동)",02-2606-8933,,9:00,19:00,9:00,19:00,9:00,19:00,9:00,19:00,9:00,19:00,9:00,16:00
행운약국,6025,"서울특별시 강남구 논현로 836, 삼신빌딩 1층 102호 (신사동)",02-543-8360,,9:00,18:00,9:00,18:00,9:00,18:00,9:00,18:00,9:00,18:00,9:00,
허브약국,7208,"서울특별시 영등포구 선유로49길 36, 1층 (양평동4가)",,오후1시까지,,,,,,,,,,,,
허브온누리약국,5381,"서울특별시 강동구 천호대로 1092, 106호 (성내동, SK허브진)",070-8885-5264,휴무없슴,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,19:00
현대약국,8744,"서울특별시 관악구 관악로 233, 1층 101호 (봉천동)",02-877-3272,,8:30,19:30,8:30,19:30,8:30,19:30,8:30,19:30,8:30,19:30,8:30,19:30
현대온누리약국,3058,"서울특별시 종로구 율곡로 75, 지하1층 (계동)",02-746-7750,,,,,,,,,,,,,
현대파크빌약국,8298,"서울특별시 구로구 공원로 41, (구로동, 현대파크빌)",02-868-5116,휴무,8:00,19:00,8:00,19:00,8:00,19:00,8:00,19:00,8:00,19:00,9:00,19:00
형제약국,8574,"서울특별시 금천구 금하로 707, (시흥동)",02-803-4973,,,,,,,,,,,,,
혜민약국,1175,"서울특별시 강북구 솔샘로67길 118, 1층 (미아동)",02-6406-1177,,,,,,,,,,,,,
혜성약국,5086,"서울특별시 광진구 능동로3길 5, 111호 (자양동, 한강현대아파트종합상가)",02-466-0021,,9:00,20:30,9:00,20:30,9:00,20:30,9:00,20:30,9:00,20:30,9:00,17:00
혜인약국,8744,"서울특별시 관악구 관악로 211, (봉천동)",02-885-1404,오후2시30분~9시30분,,,,,,,,,,,,
호산나약국,4098,"서울특별시 마포구 창전로 60, 1층 (구수동, 서강빌딩)",02-718-7221,,8:30,20:30,8:30,20:30,8:30,20:30,8:30,20:30,8:30,20:30,8:30,18:00
호수약국,3151,"서울특별시 종로구 삼봉로 57, 호수빌딩 지하1층 (수송동)",02-733-5300,,,,,,,,,,,,,
호정약국,4311,"서울특별시 용산구 효창원로93길 9, 한빛빌딩 2층 201호 (효창동)",02-712-1276,,9:00,20:30,9:00,20:30,9:00,20:30,9:00,20:30,9:00,20:30,9:00,18:30
홍신약국,4522,"서울특별시 중구 남대문로9길 40, 센터플레이스(Center Place) 108-1호 (다동)",02-776-5117,,8:30,22:00,8:30,22:00,8:30,22:00,8:30,22:00,8:30,22:00,8:30,21:30
홍약국,3350,"서울특별시 은평구 연서로 246, 203호 (불광동)",02-382-5435,,9:00,19:00,9:00,19:00,9:00,19:00,9:00,19:00,9:00,19:00,8:00,14:00
화원약국,1029,"서울특별시 강북구 삼양로 469, 1층 (수유동)",02-993-5103,오후6시이후,9:00,20:00,9:00,20:00,9:00,20:00,9:00,20:00,9:00,20:00,9:00,19:00
화평약국,7785,"서울특별시 강서구 곰달래로 252, (화곡동, 웰피아)",02-2647-9126,전부휴진,,,,,,,,,,,,
훼미리약국,5833,"서울특별시 송파구 중대로 68, (문정동, 훼미리샤르망 106호)",02-400-2112,휴진,8:30,21:00,8:30,21:00,8:30,21:00,8:30,21:00,8:30,21:00,8:30,17:00
휴베이스다정약국,8793,"서울특별시 관악구 남부순환로 1944, 1층 (봉천동)",878-0222,휴무,,,,,,,,,,,,
휴베이스정성약국,8581,"서울특별시 금천구 독산로 233, 102동 101호 (독산동, 서래타운)",02-6264-0715,전부 휴진,9:00,20:30,9:00,20:30,9:00,20:30,9:00,20:30,9:00,20:30,9:00,19:00
희망약국,3394,"서울특별시 은평구 서오릉로 138, 1층 (대조동)",02-355-9947,오후 6시 이후,,,,,,,,,,,,
희망찬약국,7774,"서울특별시 강서구 강서로 43-17, B104호호 (화곡동, 오거닉스타워)",02-2606-8287,,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,17:00
희영온누리약국,6095,"서울특별시 강남구 봉은사로 471, 204-1호 (삼성동, 힐스테이트2단지상가동)",02-547-1950,휴진,9:00,20:00,9:00,20:00,9:00,20:00,9:00,20:00,9:00,20:00,9:00,17:00
힐링약국,3157,"서울특별시 종로구 종로5길 13, 삼공빌딩 지하1층 (청진동)",02-723-6593,,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,21:00,9:00,18:00
